property_type,neighborhood,city,price,sq_m_built,n_bedrooms,bathrooms,floor,year_built,exterior,lift,terrace,balcony,second_hand,needs_renovating,parking,swimming_pool,garden,air_conditioning,heating,price_cheap_city,price_cheap_neigh,price_cheap_property,log_price
Flat / apartment,El Raval,5,530000.0,80,2,1,3,1912.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,13.180632285528304
Flat / apartment,El Raval,5,165000.0,58,2,1,3,1850.0,1,0,0,1,1,0,0,0,0,0,0,3.086356414343004,3.0609000108096422,2.0306348219860992,12.013700752882718
Flat / apartment,Ciutat Vella,5,430000.0,155,3,2,1,2003.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,2.0306348219860992,12.971540487669746
Flat / apartment,El Raval,5,279999.0,89,2,2,3,1920.0,1,0,0,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.542541310716437
Flat / apartment,El Raval,5,230000.0,70,2,2,1,1900.0,1,1,0,1,1,0,0,0,0,1,0,3.086356414343004,3.0609000108096422,2.0306348219860992,12.345834587905333
Flat / apartment,Ciutat Vella,5,310000.0,73,2,1,4,1905.485436893204,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,2.0306348219860992,12.644327576461329
Flat / apartment,Ciutat Vella,5,335000.0,149,4,2,0,1900.0,1,0,0,0,1,0,0,0,0,0,0,3.086356414343004,5.078603488027523,2.0306348219860992,12.721885810807203
Flat / apartment,Ciutat Vella,5,127000.0,33,2,1,5,1819.0,1,0,0,1,1,0,0,0,0,0,1,3.086356414343004,5.078603488027523,2.0306348219860992,11.751942365440728
Flat / apartment,El Raval,5,649000.0,118,3,2,3,1860.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,13.383187995686226
Flat / apartment,El Raval,5,138500.0,50,2,2,1,1900.0,0,0,0,1,1,1,0,0,0,0,0,3.086356414343004,3.0609000108096422,2.0306348219860992,11.83862560460953
Studio flat,El Raval,5,330000.0,54,0,1,1,1900.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,1.0,12.706847933442663
Flat / apartment,El Raval,5,450000.0,110,2,2,1,1850.0,1,0,1,0,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,13.017002861746503
Flat / apartment,El Raval,5,225000.0,33,1,1,2,1900.0,1,0,0,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.323855681186558
Flat / apartment,El Raval,5,1350000.0,224,4,3,1,1910.0,1,0,1,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,14.115615150414612
Flat / apartment,El Raval,5,350000.0,75,3,2,5,1970.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.765688433465597
Flat / apartment,El Raval,5,199000.0,57,1,1,2,2001.0,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.201060103706629
Flat / apartment,Ciutat Vella,5,120500.0,54,3,1,3,1905.485436893204,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,5.078603488027523,2.0306348219860992,11.699405031912846
Flat / apartment,El Raval,5,180000.0,70,2,1,4,1850.0,1,0,0,1,1,1,0,0,0,0,0,3.086356414343004,3.0609000108096422,2.0306348219860992,12.100712129872347
Flat / apartment,Ciutat Vella,5,448000.0,56,1,1,0,1905.485436893204,0,1,1,0,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,2.0306348219860992,13.012548511397123
Flat / apartment,El Raval,5,199900.0,40,1,1,2,1850.0,1,1,0,1,1,0,0,0,0,0,0,3.086356414343004,3.0609000108096422,2.0306348219860992,12.205572520488492
Penthouse,El Raval,5,415000.0,69,2,1,5,1900.0,1,0,1,0,1,0,0,0,0,1,0,3.086356414343004,3.0609000108096422,3.0305791993286255,12.936033799212835
Flat / apartment,El Raval,5,190000.0,73,4,1,1,1911.8142857142857,1,0,0,0,1,0,0,0,0,0,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.154779351142624
Flat / apartment,El Raval,5,155000.0,41,2,1,4,1900.0,1,0,0,1,1,0,0,0,0,0,1,3.086356414343004,3.0609000108096422,2.0306348219860992,11.951180395901384
Flat / apartment,El Raval,5,186000.0,45,1,1,1,1850.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.133501952695338
Flat / apartment,Ciutat Vella,5,1500000.0,214,2,1,0,1905.485436893204,1,1,1,0,1,0,0,0,0,0,0,3.086356414343004,5.078603488027523,2.0306348219860992,14.22097566607244
Flat / apartment,El Raval,5,199000.0,57,1,1,2,2001.0,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.201060103706629
Flat / apartment,El Raval,5,220000.0,36,2,1,3,1860.0,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.301382825334498
Flat / apartment,Ciutat Vella,5,383250.0,67,1,1,2,1890.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,2.0306348219860992,12.856442796734061
Flat / apartment,El Raval,5,199000.0,61,1,1,2,1900.0,1,0,0,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.201060103706629
Flat / apartment,Ciutat Vella,5,380000.0,91,2,2,1,1905.485436893204,1,0,0,1,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,2.0306348219860992,12.84792653170257
Flat / apartment,El Raval,5,138000.0,35,1,1,1,1911.8142857142857,0,0,0,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,11.835008964139341
Flat / apartment,El Raval,5,135000.0,49,1,1,2,1911.8142857142857,1,0,0,1,1,1,0,0,0,0,0,3.086356414343004,3.0609000108096422,2.0306348219860992,11.813030057420567
Flat / apartment,Ciutat Vella,5,190000.0,57,1,1,5,1905.485436893204,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,5.078603488027523,2.0306348219860992,12.154779351142624
Flat / apartment,Ciutat Vella,5,136000.0,51,3,1,2,1905.485436893204,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,5.078603488027523,2.0306348219860992,11.820410164718188
Flat / apartment,El Raval,5,299000.0,94,2,1,2,1911.8142857142857,1,0,0,0,1,0,0,0,0,0,0,3.086356414343004,3.0609000108096422,2.0306348219860992,12.608198852372823
Duplex,El Raval,5,159000.0,190,5,2,1,1855.0,1,0,0,0,1,1,0,0,0,0,1,3.086356414343004,3.0609000108096422,2.866960588752642,11.976659481202368
Flat / apartment,Ciutat Vella,5,86000.0,33,2,1,2,1889.0,1,0,0,1,1,0,0,0,0,0,0,3.086356414343004,5.078603488027523,2.0306348219860992,11.362102575235644
Flat / apartment,El Gòtic,5,950000.0,197,2,3,1,1888.3544303797469,1,1,0,0,0,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,2.0306348219860992,13.764217263576723
Flat / apartment,El Gòtic,5,349000.0,81,2,1,4,1809.0,1,0,0,1,1,0,0,0,0,0,1,3.086356414343004,5.5666312148767405,2.0306348219860992,12.762827201184564
Flat / apartment,El Gòtic,5,470000.0,79,2,2,2,1888.3544303797469,1,1,0,0,0,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,2.0306348219860992,13.060487973686241
Flat / apartment,El Gòtic,5,1040000.0,179,3,3,0,1888.3544303797469,1,0,0,1,1,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,2.0306348219860992,13.854731271117556
Penthouse,El Gòtic,5,770000.0,113,3,2,3,1900.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,3.0305791993286255,13.554145793829866
Flat / apartment,El Gòtic,5,650000.0,135,3,3,1,1850.0,1,1,1,1,1,0,0,0,0,0,1,3.086356414343004,5.5666312148767405,2.0306348219860992,13.38472764187182
Flat / apartment,El Gòtic,5,495000.0,70,1,1,7,1888.3544303797469,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,2.0306348219860992,13.112313041550827
Flat / apartment,El Gòtic,5,320000.0,77,4,1,1,1800.0,1,0,1,1,1,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,2.0306348219860992,12.676076274775909
Flat / apartment,El Gòtic,5,595000.0,131,6,4,2,1800.0,1,1,0,1,1,1,0,0,0,0,1,3.086356414343004,5.5666312148767405,2.0306348219860992,13.296316684527767
Penthouse,El Gòtic,5,495000.0,95,2,1,5,1885.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,3.0305791993286255,13.112313041550827
Flat / apartment,El Gòtic,5,695000.0,120,3,2,0,1850.0,1,1,0,1,1,0,0,0,0,0,0,3.086356414343004,5.5666312148767405,2.0306348219860992,13.45166712454693
Flat / apartment,El Gòtic,5,300150.0,90,4,1,1,1944.0,1,1,0,0,1,1,0,0,0,0,0,3.086356414343004,5.5666312148767405,2.0306348219860992,12.612037628679989
Penthouse,El Gòtic,5,495000.0,75,2,1,5,1999.0,1,1,1,0,1,0,0,0,0,0,1,3.086356414343004,5.5666312148767405,3.0305791993286255,13.112313041550827
Penthouse,Ciutat Vella,5,495000.0,65,2,1,5,1885.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,3.0305791993286255,13.112313041550827
Flat / apartment,Ciutat Vella,5,250000.0,50,2,1,1,1976.0,1,1,0,1,1,0,0,0,0,0,0,3.086356414343004,5.078603488027523,2.0306348219860992,12.429216196844383
Penthouse,El Gòtic,5,549000.0,95,2,1,5,1885.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,3.0305791993286255,13.215853720491667
Flat / apartment,El Gòtic,5,420000.0,94,2,2,3,1900.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,2.0306348219860992,12.948009990259552
Flat / apartment,La Barceloneta,5,359000.0,55,2,2,2,1936.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,3.7006151958985543,2.0306348219860992,12.791077667470416
Flat / apartment,La Barceloneta,5,130000.0,34,1,1,0,1900.0,1,0,0,0,1,0,0,0,0,0,1,3.086356414343004,3.7006151958985543,2.0306348219860992,11.77528972943772
Flat / apartment,La Barceloneta,5,237000.0,39,2,1,1,1928.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,3.7006151958985543,2.0306348219860992,12.375815420117268
Flat / apartment,Ciutat Vella,5,175000.0,34,1,1,1,1920.0,1,0,0,1,1,1,0,0,0,1,1,3.086356414343004,5.078603488027523,2.0306348219860992,12.072541252905651
Flat / apartment,Horta,5,309000.0,78,3,2,2,1982.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,4.411021066707587,2.0306348219860992,12.641096555879882
Flat / apartment,Horta,5,195000.0,71,3,1,1,1962.8285714285714,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,4.411021066707587,2.0306348219860992,12.180754837545884
Flat / apartment,Horta,5,210000.0,76,3,1,1,1968.0,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,4.411021066707587,2.0306348219860992,12.254862809699606
Duplex,Horta Guinardó,5,196000.0,102,3,1,0,1957.0,0,0,1,0,1,1,0,0,0,0,1,3.086356414343004,3.33959801513142,2.866960588752642,12.185869938212655
Flat / apartment,Ciutat Meridiana - Torre Baró - Vallbona,5,190000.0,110,3,1,1,1969.5,1,0,1,1,1,0,0,0,0,0,0,3.086356414343004,1.468664729100301,2.0306348219860992,12.154779351142624
Studio flat,Nou Barris,5,135000.0,66,0,1,0,1971.581818181818,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,1.827804765125539,1.0,11.813030057420567
Flat / apartment,Sant Martí,5,373000.0,113,4,2,1,1984.0,1,1,1,1,1,0,1,0,0,0,1,3.086356414343004,4.371079205477762,2.0306348219860992,12.829333698625952
Flat / apartment,Sant Martí,5,275000.0,95,3,1,5,1975.0,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,4.371079205477762,2.0306348219860992,12.524526376648708
Flat / apartment,La Verneda i la Pau,5,275000.0,82,3,1,5,1978.1875,1,1,0,1,1,0,0,0,0,0,1,3.086356414343004,2.74023512527517,2.0306348219860992,12.524526376648708
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,5,895000.0,232,4,2,1,1890.0,1,0,1,0,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992,13.704578997256993
Flat / apartment,Ciutat Vella,5,2200000.0,310,3,3,1,1905.485436893204,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,2.0306348219860992,14.603967918328545
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,5,475000.0,150,2,4,1,1855.0,1,1,0,1,1,1,0,0,0,0,1,3.086356414343004,5.601025131302675,2.0306348219860992,13.071070083016778
Flat / apartment,Ciutat Vella,5,429000.0,107,3,2,2,1870.0,1,0,0,1,1,0,0,0,0,0,1,3.086356414343004,5.078603488027523,2.0306348219860992,12.969212197910155
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,5,255000.0,72,3,2,4,1900.0,1,0,1,1,1,1,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992,12.449018824140563
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,5,750000.0,161,4,2,1,1940.0,1,1,1,1,1,1,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992,13.527828485512494
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,5,260000.0,50,1,1,4,1790.0,1,0,0,1,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992,12.468436909997665
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,5,535000.0,74,2,2,3,1970.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992,13.190022025878143
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,5,865000.0,128,3,3,2,1920.9345238095239,0,0,0,0,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992,13.670484785914017
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,5,295000.0,66,1,2,1,1920.9345238095239,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992,12.594730635321957
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,5,180000.0,42,2,1,3,1920.9345238095239,1,0,0,1,1,1,0,0,0,0,1,3.086356414343004,5.601025131302675,2.0306348219860992,12.100712129872347
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,5,249000.0,72,3,2,4,1900.0,1,0,0,1,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992,12.425208175446844
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,5,795000.0,88,2,2,2,1920.9345238095239,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992,13.58609739363647
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,5,360000.0,62,1,1,3,2010.0,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992,12.793859310432293
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,5,940000.0,104,2,2,3,1900.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992,13.753635154246187
Penthouse,Ciutat Vella,5,2500000.0,293,0,2,0,1830.0,1,1,1,0,1,0,0,0,0,0,1,3.086356414343004,5.078603488027523,3.0305791993286255,14.73180128983843
Flat / apartment,Ciutat Vella,5,350000.0,113,4,2,5,1905.485436893204,1,0,0,1,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,2.0306348219860992,12.765688433465597
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,5,370000.0,94,2,2,3,1920.9345238095239,1,0,0,1,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992,12.821258284620408
Flat / apartment,Ciutat Vella,5,475000.0,155,4,2,1,1855.0,1,1,0,0,1,0,0,0,0,0,0,3.086356414343004,5.078603488027523,2.0306348219860992,13.071070083016778
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,5,795000.0,103,2,2,1,1934.0,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992,13.58609739363647
Flat / apartment,Ciutat Vella,5,300000.0,67,2,1,3,1905.485436893204,1,0,0,0,1,0,0,0,0,0,0,3.086356414343004,5.078603488027523,2.0306348219860992,12.611537753638338
Flat / apartment,El Camp d'En Grassot i Gràcia Nova,5,410000.0,82,3,2,4,1975.0,1,1,0,0,1,0,0,0,0,0,0,3.086356414343004,5.338185726863353,2.0306348219860992,12.92391243868049
Flat / apartment,El Camp d'En Grassot i Gràcia Nova,5,479000.0,145,2,1,0,1940.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,5.338185726863353,2.0306348219860992,13.079455876393052
Duplex,Can Peguera - El Turó de la Peira,5,180000.0,126,3,2,0,1954.0,1,0,1,0,1,0,0,0,0,1,0,3.086356414343004,1.7967187815011445,2.866960588752642,12.100712129872347
Flat / apartment,Nou Barris,5,59300.0,31,2,1,0,1971.581818181818,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,1.827804765125539,2.0306348219860992,10.990364584985818
Flat / apartment,Can Peguera - El Turó de la Peira,5,139500.0,62,2,1,3,1961.3061224489795,1,1,0,0,1,1,0,0,0,0,0,3.086356414343004,1.7967187815011445,2.0306348219860992,11.845819880243557
Flat / apartment,La Vila Olímpica del Poblenou,5,690000.0,134,4,2,3,1992.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,5.912389980708946,2.0306348219860992,13.444446876573442
Flat / apartment,La Vila Olímpica del Poblenou,5,520000.0,108,3,2,2,1975.1538461538462,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,5.912389980708946,2.0306348219860992,13.16158409055761
Flat / apartment,Eixample,5,932000.0,125,3,2,0,1943.2987804878048,0,1,1,0,1,0,0,0,0,1,1,3.086356414343004,8.659348167488476,2.0306348219860992,13.745088093667729
Flat / apartment,La Sagrada Família,5,365000.0,79,1,1,4,1903.0,1,0,0,1,1,0,0,0,0,1,1,3.086356414343004,4.253024380338355,2.0306348219860992,12.80765263256463
Flat / apartment,La Sagrada Família,5,330000.0,72,4,1,3,1938.0,1,1,0,1,1,0,0,0,0,0,1,3.086356414343004,4.253024380338355,2.0306348219860992,12.706847933442663
Flat / apartment,La Sagrada Família,5,270000.0,50,1,1,4,1930.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,4.253024380338355,2.0306348219860992,12.506177237980511
Flat / apartment,La Sagrada Família,5,380000.0,74,1,1,0,1924.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,4.253024380338355,2.0306348219860992,12.84792653170257
Flat / apartment,La Sagrada Família,5,330000.0,72,4,1,3,1938.0,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,4.253024380338355,2.0306348219860992,12.706847933442663
Flat / apartment,La Sagrada Família,5,350000.0,42,2,1,2,1929.0,0,1,0,0,1,0,0,0,0,1,1,3.086356414343004,4.253024380338355,2.0306348219860992,12.765688433465597
Flat / apartment,Eixample,5,265000.0,50,2,1,2,1943.2987804878048,1,1,0,1,1,0,0,0,0,0,1,3.086356414343004,8.659348167488476,2.0306348219860992,12.487485104968359
Flat / apartment,La Sagrada Família,5,308000.0,66,3,1,1,1936.0,1,0,0,1,1,1,0,0,0,0,1,3.086356414343004,4.253024380338355,2.0306348219860992,12.637855061955712
Flat / apartment,El Carmel,5,430000.0,164,3,2,0,1979.0,1,1,1,0,1,0,0,0,0,1,0,3.086356414343004,2.6078301510401825,2.0306348219860992,12.971540487669746
Flat / apartment,El Carmel,5,305000.0,76,2,2,0,1977.4871794871794,1,1,1,0,0,0,0,0,0,0,1,3.086356414343004,2.6078301510401825,2.0306348219860992,12.628067055589549
Flat / apartment,Horta Guinardó,5,123300.0,69,3,1,2,1973.6575342465753,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,3.33959801513142,2.0306348219860992,11.722375689152436
House,El Carmel,5,235000.0,96,4,2,0,1955.0,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,2.6078301510401825,3.575666232791755,12.367340793126296
Semi-detached house,El Carmel,5,235000.0,96,4,2,2,1955.0,0,0,1,1,1,1,0,0,0,0,0,3.086356414343004,2.6078301510401825,3.4085514742519782,12.367340793126296
Flat / apartment,El Carmel,5,189000.0,65,3,1,3,1977.4871794871794,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,2.6078301510401825,2.0306348219860992,12.14950229404178
Penthouse,Horta Guinardó,5,199500.0,65,2,1,4,1973.6575342465753,1,0,0,0,1,0,0,0,0,0,1,3.086356414343004,3.33959801513142,3.0305791993286255,12.203569515312056
Flat / apartment,Horta Guinardó,5,117600.0,67,2,1,0,1973.6575342465753,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,3.33959801513142,2.0306348219860992,11.675044314446664
Flat / apartment,El Besós,1,150000.0,69,3,1,10,1970.0,1,1,0,1,1,0,0,0,0,0,1,1.54183940029666,1.9067336628888354,2.0306348219860992,11.918390573078392
Flat / apartment,La Dreta de l'Eixample,5,2650000.0,219,4,4,2,2023.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,10.598252567694741,2.0306348219860992,14.790070197962406
Flat / apartment,La Dreta de l'Eixample,5,1500000.0,161,3,3,3,1901.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,10.598252567694741,2.0306348219860992,14.22097566607244
Flat / apartment,La Dreta de l'Eixample,5,895000.0,129,2,2,4,1900.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,10.598252567694741,2.0306348219860992,13.704578997256993
Flat / apartment,La Dreta de l'Eixample,5,1300000.0,216,6,3,0,1903.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,10.598252567694741,2.0306348219860992,14.077874822431765
Flat / apartment,La Dreta de l'Eixample,5,600000.0,111,3,2,2,1984.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,10.598252567694741,2.0306348219860992,13.304684934198283
Flat / apartment,La Dreta de l'Eixample,5,1780000.0,195,4,2,1,1910.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,10.598252567694741,2.0306348219860992,14.392123922268269
Flat / apartment,La Dreta de l'Eixample,5,938840.0,131,3,2,1,1929.8669527896996,1,1,0,1,0,0,0,0,0,1,1,3.086356414343004,10.598252567694741,2.0306348219860992,13.752400349635478
Flat / apartment,La Dreta de l'Eixample,5,603480.0,87,2,2,1,1929.8669527896996,0,1,1,0,0,0,0,0,0,1,1,3.086356414343004,10.598252567694741,2.0306348219860992,13.310468178954011
Flat / apartment,La Dreta de l'Eixample,5,498000.0,132,2,2,0,1890.0,1,0,0,0,1,0,0,0,0,0,1,3.086356414343004,10.598252567694741,2.0306348219860992,13.11835535600679
Flat / apartment,La Dreta de l'Eixample,5,2300000.0,363,7,4,1,1919.0,1,1,1,1,1,1,0,0,0,0,1,3.086356414343004,10.598252567694741,2.0306348219860992,14.648419680899378
Flat / apartment,La Dreta de l'Eixample,5,1700000.0,280,3,3,0,1900.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,10.598252567694741,2.0306348219860992,14.346138809026444
Flat / apartment,La Dreta de l'Eixample,5,1300000.0,110,2,2,1,1929.8669527896996,1,1,0,1,0,0,0,0,0,0,1,3.086356414343004,10.598252567694741,2.0306348219860992,14.077874822431765
Penthouse,La Dreta de l'Eixample,5,1275000.0,188,2,2,5,1997.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,10.598252567694741,3.0305791993286255,14.058456736574664
Flat / apartment,La Dreta de l'Eixample,5,1150000.0,187,4,2,3,1899.0,1,1,0,1,1,1,0,0,0,0,1,3.086356414343004,10.598252567694741,2.0306348219860992,13.955272500339433
Flat / apartment,Eixample,5,1740000.0,206,3,4,2,1943.2987804878048,1,1,0,1,1,0,1,0,0,1,0,3.086356414343004,8.659348167488476,2.0306348219860992,14.369395671190711
Flat / apartment,La Dreta de l'Eixample,5,950000.0,239,6,2,2,1929.8669527896996,1,1,0,1,1,0,0,0,0,0,1,3.086356414343004,10.598252567694741,2.0306348219860992,13.764217263576723
Flat / apartment,La Dreta de l'Eixample,5,380000.0,130,4,2,2,1929.8669527896996,1,0,1,1,1,1,0,0,0,0,1,3.086356414343004,10.598252567694741,2.0306348219860992,12.84792653170257
Flat / apartment,La Dreta de l'Eixample,5,750000.0,138,5,3,1,1929.8669527896996,1,1,1,1,1,1,0,0,0,0,1,3.086356414343004,10.598252567694741,2.0306348219860992,13.527828485512494
Flat / apartment,La Dreta de l'Eixample,5,1000000.0,146,3,2,1,1929.8669527896996,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,10.598252567694741,2.0306348219860992,13.815510557964274
Flat / apartment,La Dreta de l'Eixample,5,1150000.0,187,4,2,3,1899.0,1,1,0,1,1,1,0,0,0,0,1,3.086356414343004,10.598252567694741,2.0306348219860992,13.955272500339433
Flat / apartment,La Dreta de l'Eixample,5,1290000.0,95,2,2,8,2006.0,1,1,0,0,1,0,1,0,0,1,1,3.086356414343004,10.598252567694741,2.0306348219860992,14.070152776337855
Flat / apartment,La Dreta de l'Eixample,5,950000.0,90,2,2,4,1929.8669527896996,1,1,0,0,1,0,1,0,0,1,1,3.086356414343004,10.598252567694741,2.0306348219860992,13.764217263576723
Flat / apartment,Eixample,5,550000.0,93,4,2,2,1975.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,8.659348167488476,2.0306348219860992,13.217673557208654
Flat / apartment,La Dreta de l'Eixample,5,440000.0,89,2,1,1,1929.8669527896996,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,10.598252567694741,2.0306348219860992,12.994530005894443
Flat / apartment,Eixample,5,194300.0,65,4,1,1,1943.2987804878048,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,8.659348167488476,2.0306348219860992,12.177158635365531
Flat / apartment,La Nova Esquerra de l'Eixample,5,520000.0,111,4,2,2,1976.0,1,1,1,1,1,0,0,0,0,0,1,3.086356414343004,4.89200593409589,2.0306348219860992,13.16158409055761
Flat / apartment,La Nova Esquerra de l'Eixample,5,365000.0,76,3,1,2,1976.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,4.89200593409589,2.0306348219860992,12.80765263256463
Flat / apartment,La Nova Esquerra de l'Eixample,5,490000.0,115,5,1,3,1925.0,1,1,0,0,1,1,0,0,0,0,1,3.086356414343004,4.89200593409589,2.0306348219860992,13.102160670086809
Flat / apartment,La Nova Esquerra de l'Eixample,5,490000.0,115,5,1,3,1925.0,1,1,1,1,1,0,0,0,0,0,0,3.086356414343004,4.89200593409589,2.0306348219860992,13.102160670086809
Flat / apartment,La Nova Esquerra de l'Eixample,5,570000.0,100,4,2,3,1952.5338345864661,1,1,0,1,1,0,0,0,0,0,1,3.086356414343004,4.89200593409589,2.0306348219860992,13.253391639810733
Penthouse,La Nova Esquerra de l'Eixample,5,395000.0,85,2,1,5,1900.0,1,1,1,1,1,1,0,0,0,0,1,3.086356414343004,4.89200593409589,3.0305791993286255,12.886641043883259
Flat / apartment,La Nova Esquerra de l'Eixample,5,240000.0,76,1,1,2,1995.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,4.89200593409589,2.0306348219860992,12.388394202324129
Flat / apartment,La Nova Esquerra de l'Eixample,5,330000.0,83,3,1,3,1952.0,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,4.89200593409589,2.0306348219860992,12.706847933442663
