property_type,neighborhood,city,price,sq_m_built,n_bedrooms,bathrooms,floor,year_built,exterior,lift,terrace,balcony,second_hand,needs_renovating,parking,swimming_pool,garden,air_conditioning,heating,price_cheap_city,price_cheap_neigh,price_cheap_property,log_price
Flat / apartment,Les Corts,5,1000000.0,180,4,2,5,1942.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,7.1237893952033104,2.0306348219860992,13.815510557964274
Flat / apartment,Les Corts,5,270000.0,76,1,1,0,1933.0,0,1,0,0,1,0,0,0,0,1,1,3.086356414343004,7.1237893952033104,2.0306348219860992,12.506177237980511
Flat / apartment,Les Corts,5,460000.0,70,2,1,3,2010.0,1,1,1,0,1,0,1,0,0,0,1,3.086356414343004,7.1237893952033104,2.0306348219860992,13.038981768465277
Flat / apartment,Les Corts,5,470000.0,100,5,4,3,1968.2851063829787,1,1,0,0,1,1,0,0,0,0,1,3.086356414343004,7.1237893952033104,2.0306348219860992,13.060487973686241
Flat / apartment,Les Corts,5,525000.0,130,3,2,1,1966.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,7.1237893952033104,2.0306348219860992,13.17115354157376
Flat / apartment,Les Corts,5,440000.0,82,3,2,2,1968.2851063829787,1,1,1,1,1,1,0,0,0,1,1,3.086356414343004,7.1237893952033104,2.0306348219860992,12.994530005894443
Flat / apartment,Verdun,5,219000.0,90,3,1,1,1968.0,1,0,0,0,1,0,0,0,0,0,1,3.086356414343004,1.6693961900168797,2.0306348219860992,12.296827008798639
Flat / apartment,Nou Barris,5,156000.0,62,3,1,3,1964.0,1,0,0,1,1,0,0,0,0,1,1,3.086356414343004,1.827804765125539,2.0306348219860992,11.957611286231675
Flat / apartment,Nou Barris,5,168000.0,70,3,1,1,1966.0,1,1,1,0,1,0,0,0,0,0,1,3.086356414343004,1.827804765125539,2.0306348219860992,12.031719258385396
Flat / apartment,Verdun,5,210000.0,100,4,2,2,2005.0,1,1,0,1,1,0,0,0,0,0,1,3.086356414343004,1.6693961900168797,2.0306348219860992,12.254862809699606
Flat / apartment,El Camp de l'Arpa del Clot,5,614995.0,132,3,2,2,1975.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,3.3040427159047847,2.0306348219860992,13.329369416674306
Duplex,El Camp de l'Arpa del Clot,5,795000.0,153,5,3,8,1957.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,3.3040427159047847,2.866960588752642,13.58609739363647
Flat / apartment,El Camp de l'Arpa del Clot,5,280000.0,68,3,1,0,1975.0,1,1,0,1,1,0,0,0,0,0,1,3.086356414343004,3.3040427159047847,2.0306348219860992,12.542544882151386
Flat / apartment,El Camp de l'Arpa del Clot,5,240000.0,52,2,1,1,1940.0,1,1,0,1,1,0,0,0,0,1,0,3.086356414343004,3.3040427159047847,2.0306348219860992,12.388394202324129
Flat / apartment,El Camp de l'Arpa del Clot,5,400000.0,107,3,2,2,1945.0,1,1,1,1,1,0,0,0,0,0,1,3.086356414343004,3.3040427159047847,2.0306348219860992,12.89921982609012
Flat / apartment,El Camp de l'Arpa del Clot,5,400000.0,107,3,2,2,1945.0,1,1,0,1,1,0,0,0,0,0,1,3.086356414343004,3.3040427159047847,2.0306348219860992,12.89921982609012
Penthouse,El Raval,5,1500000.0,214,2,2,5,1900.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,3.0305791993286255,14.22097566607244
Flat / apartment,Ciutat Vella,5,390000.0,111,3,2,1,1930.0,1,0,1,1,1,0,0,0,0,1,0,3.086356414343004,5.078603488027523,2.0306348219860992,12.873902018105829
Flat / apartment,El Raval,5,314000.0,53,2,1,4,2003.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.65714826489039
Flat / apartment,El Raval,5,268000.0,69,1,1,1,1870.0,0,0,0,1,1,0,0,0,0,0,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.498742259492994
Flat / apartment,El Raval,5,250000.0,71,3,1,1,1900.0,1,1,0,1,1,0,0,0,0,0,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.429216196844383
Flat / apartment,El Raval,5,300000.0,65,1,1,0,1880.0,1,0,0,0,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.611537753638338
Flat / apartment,El Raval,5,158000.0,52,3,1,1,1870.0,1,0,0,1,1,0,0,0,0,0,0,3.086356414343004,3.0609000108096422,2.0306348219860992,11.970350312009105
Flat / apartment,El Raval,5,535000.0,61,1,1,4,1911.8142857142857,1,1,1,0,0,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,13.190022025878143
Flat / apartment,El Raval,5,515000.0,50,1,1,4,1911.8142857142857,1,1,1,0,0,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,13.151922179645874
Flat / apartment,El Raval,5,840000.0,145,4,3,3,1979.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,13.641157170819497
Flat / apartment,El Raval,5,949000.0,157,3,2,3,1900.0,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,13.763164077592064
Flat / apartment,El Raval,5,199000.0,57,1,1,1,2001.0,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.201060103706629
Flat / apartment,El Raval,5,949000.0,157,3,2,3,1900.0,1,1,0,1,1,0,0,0,0,0,1,3.086356414343004,3.0609000108096422,2.0306348219860992,13.763164077592064
Flat / apartment,Ciutat Vella,5,890000.0,166,4,2,1,1900.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,2.0306348219860992,13.698976741708323
Flat / apartment,Ciutat Vella,5,1750000.0,189,2,2,2,1900.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,2.0306348219860992,14.375126345899696
Flat / apartment,El Raval,5,160000.0,48,2,1,1,1870.0,1,0,0,1,1,0,0,0,0,0,0,3.086356414343004,3.0609000108096422,2.0306348219860992,11.982929094215963
Penthouse,El Raval,5,205000.0,56,2,1,6,1870.0,1,0,1,0,1,0,0,0,0,0,0,3.086356414343004,3.0609000108096422,3.0305791993286255,12.230765258120545
Flat / apartment,El Raval,5,330000.0,53,1,1,1,2021.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.706847933442663
Flat / apartment,El Raval,5,399000.0,124,3,2,1,1979.0,1,0,1,1,1,0,0,0,0,0,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.896716695872
Flat / apartment,El Raval,5,690000.0,335,4,2,4,1902.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,13.444446876573442
Flat / apartment,El Raval,5,198000.0,79,3,2,0,1911.8142857142857,1,0,0,0,1,0,0,0,0,0,0,3.086356414343004,3.0609000108096422,2.0306348219860992,12.196022309676673
Flat / apartment,Ciutat Vella,5,175000.0,77,3,1,4,1900.0,1,0,0,1,1,1,0,0,0,0,1,3.086356414343004,5.078603488027523,2.0306348219860992,12.072541252905651
Flat / apartment,Ciutat Vella,5,193000.0,86,6,2,1,1905.485436893204,0,0,0,1,1,0,0,0,0,0,1,3.086356414343004,5.078603488027523,2.0306348219860992,12.170445467887022
Flat / apartment,El Raval,5,137000.0,58,3,1,1,1820.0,1,0,0,0,1,0,0,0,0,0,1,3.086356414343004,3.0609000108096422,2.0306348219860992,11.827736204810263
Flat / apartment,El Raval,5,250000.0,69,2,1,3,1900.0,1,0,1,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.429216196844383
Flat / apartment,Ciutat Vella,5,180000.0,155,4,2,0,1843.0,1,0,0,0,1,0,0,0,0,0,0,3.086356414343004,5.078603488027523,2.0306348219860992,12.100712129872347
Flat / apartment,El Raval,5,220000.0,36,1,1,3,1911.8142857142857,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.301382825334498
Flat / apartment,El Raval,5,245000.0,86,4,1,2,1860.0,1,0,0,1,1,0,0,0,0,0,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.409013489526863
Flat / apartment,El Raval,5,250000.0,97,4,2,1,1846.0,1,0,0,0,1,0,0,0,0,0,0,3.086356414343004,3.0609000108096422,2.0306348219860992,12.429216196844383
Flat / apartment,El Raval,5,190000.0,59,3,1,1,1880.0,1,0,0,1,1,0,0,0,0,0,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.154779351142624
Flat / apartment,El Raval,5,121000.0,44,1,1,4,1911.8142857142857,1,0,0,0,1,1,0,0,0,0,1,3.086356414343004,3.0609000108096422,2.0306348219860992,11.703545824578878
Flat / apartment,El Raval,5,99000.0,39,2,1,0,1911.8142857142857,0,1,0,0,1,1,0,0,0,0,1,3.086356414343004,3.0609000108096422,2.0306348219860992,11.502875129116727
Flat / apartment,Ciutat Vella,5,191000.0,44,2,1,3,1905.485436893204,1,0,0,0,1,0,0,0,0,0,0,3.086356414343004,5.078603488027523,2.0306348219860992,12.160028707028767
Flat / apartment,Ciutat Vella,5,220000.0,36,1,1,3,1860.0,1,1,1,1,1,0,0,0,0,0,0,3.086356414343004,5.078603488027523,2.0306348219860992,12.301382825334498
Flat / apartment,Ciutat Vella,5,72000.0,44,2,1,2,1905.485436893204,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,5.078603488027523,2.0306348219860992,11.184421397998193
Flat / apartment,Ciutat Vella,5,460000.0,70,2,2,1,1905.485436893204,0,1,0,0,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,2.0306348219860992,13.038981768465277
Studio flat,El Raval,5,242000.0,90,0,2,0,1911.8142857142857,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,3.0609000108096422,1.0,12.396693005138824
Flat / apartment,El Gòtic,5,240000.0,47,1,1,1,1900.0,1,0,0,1,1,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,2.0306348219860992,12.388394202324129
Flat / apartment,Ciutat Vella,5,329000.0,82,2,1,3,1910.0,1,0,0,0,1,0,0,0,0,0,1,3.086356414343004,5.078603488027523,2.0306348219860992,12.70381302974751
Penthouse,El Gòtic,5,495000.0,90,2,1,5,1885.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,3.0305791993286255,13.112313041550827
Flat / apartment,El Gòtic,5,485000.0,140,3,2,1,1864.0,1,0,1,1,1,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,2.0306348219860992,13.091904169919621
Flat / apartment,Ciutat Vella,5,495000.0,105,2,2,3,1900.0,1,1,0,1,1,0,0,0,0,1,0,3.086356414343004,5.078603488027523,2.0306348219860992,13.112313041550827
Flat / apartment,El Gòtic,5,349000.0,81,2,1,4,1890.0,1,0,0,1,1,0,0,0,0,0,0,3.086356414343004,5.5666312148767405,2.0306348219860992,12.762827201184564
Flat / apartment,El Gòtic,5,510000.0,80,1,2,1,1888.3544303797469,1,1,0,0,0,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,2.0306348219860992,13.142166004700508
Flat / apartment,El Gòtic,5,510000.0,108,3,2,3,1909.0,0,0,0,0,1,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,2.0306348219860992,13.142166004700508
Penthouse,El Gòtic,5,495000.0,66,2,1,5,1885.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,3.0305791993286255,13.112313041550827
Penthouse,El Gòtic,5,670000.0,95,2,1,3,1900.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,3.0305791993286255,13.415032991367148
Flat / apartment,El Gòtic,5,455000.0,155,3,2,3,1855.0,1,1,0,1,1,1,0,0,0,0,1,3.086356414343004,5.5666312148767405,2.0306348219860992,13.028052697933088
Flat / apartment,El Gòtic,5,349000.0,81,2,1,4,1890.0,1,0,0,1,1,0,0,0,0,0,0,3.086356414343004,5.5666312148767405,2.0306348219860992,12.762827201184564
Flat / apartment,El Gòtic,5,295000.0,63,2,2,4,1900.0,1,1,0,1,1,0,0,0,0,0,1,3.086356414343004,5.5666312148767405,2.0306348219860992,12.594730635321957
Flat / apartment,El Gòtic,5,795000.0,90,2,2,1,1888.3544303797469,0,1,0,0,1,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,2.0306348219860992,13.58609739363647
Flat / apartment,El Gòtic,5,270000.0,70,2,1,1,1900.0,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,5.5666312148767405,2.0306348219860992,12.506177237980511
Flat / apartment,El Gòtic,5,795000.0,88,2,2,2,1934.0,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,2.0306348219860992,13.58609739363647
Flat / apartment,El Gòtic,5,265500.0,82,3,2,4,1850.0,1,0,0,0,1,1,0,0,0,0,0,3.086356414343004,5.5666312148767405,2.0306348219860992,12.48937011966413
Flat / apartment,El Gòtic,5,480000.0,74,4,2,1,1888.3544303797469,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,2.0306348219860992,13.081541382884074
House,Ciutat Vella,5,1200000.0,315,4,4,0,1900.0,0,0,1,1,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,3.575666232791755,13.997832114758229
Flat / apartment,La Barceloneta,5,550000.0,110,2,1,0,1975.0,0,1,0,0,1,0,0,0,0,1,1,3.086356414343004,3.7006151958985543,2.0306348219860992,13.217673557208654
Flat / apartment,Ciutat Vella,5,375000.0,137,2,2,0,1936.0,1,0,0,0,1,0,0,0,0,0,0,3.086356414343004,5.078603488027523,2.0306348219860992,12.834681304952548
Flat / apartment,La Barceloneta,5,340000.0,70,3,1,3,1960.0,1,0,0,1,1,0,0,0,0,1,1,3.086356414343004,3.7006151958985543,2.0306348219860992,12.736700896592344
Flat / apartment,La Barceloneta,5,245000.0,71,1,1,0,1900.0,1,0,0,0,1,0,0,0,0,1,1,3.086356414343004,3.7006151958985543,2.0306348219860992,12.409013489526863
Flat / apartment,Ciutat Vella,5,140000.0,35,1,1,0,1905.485436893204,1,0,0,0,1,1,0,0,0,0,0,3.086356414343004,5.078603488027523,2.0306348219860992,11.84939770159144
Flat / apartment,La Barceloneta,5,369000.0,65,3,1,4,1948.0,1,1,0,0,1,0,0,0,0,0,0,3.086356414343004,3.7006151958985543,2.0306348219860992,12.818551923022664
Flat / apartment,Ciutat Vella,5,215000.0,35,1,1,0,1905.485436893204,1,0,0,0,1,0,0,0,0,1,0,3.086356414343004,5.078603488027523,2.0306348219860992,12.2783933071098
Flat / apartment,Ciutat Vella,5,225000.0,33,1,1,0,1900.0,1,0,0,0,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,2.0306348219860992,12.323855681186558
Flat / apartment,Horta,5,379000.0,115,4,2,4,1976.0,1,1,1,0,1,0,0,0,0,0,1,3.086356414343004,4.411021066707587,2.0306348219860992,12.845291484064564
Detached house,Horta Guinardó,5,890000.0,120,4,2,0,1900.0,0,0,1,1,1,0,1,0,0,1,1,3.086356414343004,3.33959801513142,4.819513954361332,13.698976741708323
Flat / apartment,Ciutat Meridiana - Torre Baró - Vallbona,5,96000.0,64,2,1,5,1967.0,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,1.468664729100301,2.0306348219860992,11.472103470449973
Detached house,Nou Barris,5,250000.0,300,3,1,1,1950.0,0,0,1,0,1,0,1,0,0,1,1,3.086356414343004,1.827804765125539,4.819513954361332,12.429216196844383
Flat / apartment,Ciutat Meridiana - Torre Baró - Vallbona,5,122000.0,62,3,1,1,1969.5,1,0,1,0,1,0,0,0,0,0,1,3.086356414343004,1.468664729100301,2.0306348219860992,11.711776323715394
Flat / apartment,Nou Barris,5,60000.0,49,3,1,3,1971.581818181818,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,1.827804765125539,2.0306348219860992,11.002099841204238
Flat / apartment,Nou Barris,5,100000.0,66,3,1,2,1971.581818181818,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,1.827804765125539,2.0306348219860992,11.512925464970229
Flat / apartment,La Verneda i la Pau,5,373000.0,113,4,2,1,1984.0,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,2.74023512527517,2.0306348219860992,12.829333698625952
Flat / apartment,La Verneda i la Pau,5,349500.0,104,2,1,9,2009.0,1,1,1,0,1,0,1,0,0,1,1,3.086356414343004,2.74023512527517,2.0306348219860992,12.764258840656002
Flat / apartment,Sant Martí,5,140000.0,76,3,1,5,1963.0,1,0,0,0,1,0,0,0,0,0,1,3.086356414343004,4.371079205477762,2.0306348219860992,11.84939770159144
Flat / apartment,Ciutat Vella,5,690000.0,90,1,1,1,1905.485436893204,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,2.0306348219860992,13.444446876573442
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,5,1200000.0,230,4,3,1,1920.9345238095239,1,0,0,0,1,0,0,0,0,0,1,3.086356414343004,5.601025131302675,2.0306348219860992,13.997832114758229
Penthouse,Ciutat Vella,5,1200000.0,160,2,3,0,1900.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,3.0305791993286255,13.997832114758229
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,5,199000.0,45,1,1,2,1900.0,1,0,0,0,1,0,0,0,0,0,1,3.086356414343004,5.601025131302675,2.0306348219860992,12.201060103706629
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,5,349000.0,72,2,2,4,1810.0,1,0,0,1,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992,12.762827201184564
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,5,239000.0,55,2,1,2,1920.9345238095239,1,0,0,1,1,1,0,0,0,0,1,3.086356414343004,5.601025131302675,2.0306348219860992,12.384218830913648
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,5,700000.0,110,2,3,3,1900.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992,13.458835614025542
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,5,205000.0,55,2,1,1,1920.9345238095239,1,0,0,1,1,1,0,0,0,0,1,3.086356414343004,5.601025131302675,2.0306348219860992,12.230765258120545
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,5,335000.0,52,1,1,2,2010.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992,12.721885810807203
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,5,960000.0,138,4,2,5,1920.9345238095239,1,1,1,0,0,0,0,0,0,0,1,3.086356414343004,5.601025131302675,2.0306348219860992,13.77468856344402
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,5,360000.0,55,1,1,3,2010.0,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992,12.793859310432293
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,5,1090000.0,206,7,3,1,1936.0,1,0,1,1,1,0,0,0,0,0,1,3.086356414343004,5.601025131302675,2.0306348219860992,13.901688254205327
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,5,360000.0,50,1,1,3,2010.0,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992,12.793859310432293
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,5,397000.0,80,2,1,1,1900.0,1,0,0,1,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992,12.891691559669328
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,5,235000.0,39,1,1,4,2006.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992,12.367340793126296
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,5,395000.0,94,3,2,1,1920.9345238095239,1,1,0,1,1,0,0,0,0,0,1,3.086356414343004,5.601025131302675,2.0306348219860992,12.886641043883259
Flat / apartment,Ciutat Vella,5,397000.0,78,2,1,0,1900.0,0,0,0,0,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,2.0306348219860992,12.891691559669328
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,5,165000.0,37,1,1,1,1900.0,1,0,1,1,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992,12.013700752882718
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,5,630000.0,130,3,3,3,1920.9345238095239,1,0,0,1,1,0,0,0,0,0,1,3.086356414343004,5.601025131302675,2.0306348219860992,13.353475098367715
Flat / apartment,Ciutat Vella,5,208000.0,56,1,1,2,1905.485436893204,1,0,0,1,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,2.0306348219860992,12.245293358683455
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,5,900000.0,160,4,2,2,1920.9345238095239,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992,13.710150042306449
Penthouse,El Fort Pienc,5,1150000.0,180,4,2,0,1959.7083333333333,1,1,1,1,1,0,0,0,0,0,1,3.086356414343004,6.020010387490494,3.0305791993286255,13.955272500339433
Flat / apartment,El Fort Pienc,5,445000.0,98,3,2,3,1959.7083333333333,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,6.020010387490494,2.0306348219860992,13.005829561148378
Flat / apartment,Gràcia,5,560000.0,122,4,2,5,1975.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,6.362475886182783,2.0306348219860992,13.235692062711331
Flat / apartment,El Camp d'En Grassot i Gràcia Nova,5,479077.0,79,2,1,0,2008.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,5.338185726863353,2.0306348219860992,13.079616615039665
Penthouse,El Camp d'En Grassot i Gràcia Nova,5,670000.0,99,3,3,10,1955.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,5.338185726863353,3.0305791993286255,13.415032991367148
Penthouse,El Camp d'En Grassot i Gràcia Nova,5,1225000.0,234,3,3,9,1979.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,5.338185726863353,3.0305791993286255,14.018451401960965
Flat / apartment,Gràcia,5,440000.0,79,3,2,3,1950.0,1,1,0,0,1,1,0,0,0,1,1,3.086356414343004,6.362475886182783,2.0306348219860992,12.994530005894443
Flat / apartment,El Camp d'En Grassot i Gràcia Nova,5,425000.0,123,5,2,1,1965.0,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,5.338185726863353,2.0306348219860992,12.959844447906553
Flat / apartment,Gràcia,5,399000.0,93,3,2,1,1957.2093023255813,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,6.362475886182783,2.0306348219860992,12.896716695872
Flat / apartment,Can Peguera - El Turó de la Peira,5,255000.0,77,3,1,3,1959.0,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,1.7967187815011445,2.0306348219860992,12.449018824140563
Flat / apartment,Can Peguera - El Turó de la Peira,5,140500.0,58,3,1,0,1955.0,1,0,0,0,1,0,0,0,0,0,1,3.086356414343004,1.7967187815011445,2.0306348219860992,11.852962767755937
Flat / apartment,Can Peguera - El Turó de la Peira,5,215000.0,75,2,1,6,2008.0,1,1,0,1,1,0,0,0,0,0,1,3.086356414343004,1.7967187815011445,2.0306348219860992,12.2783933071098
Flat / apartment,Nou Barris,5,89600.0,59,2,1,2,1971.581818181818,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,1.827804765125539,2.0306348219860992,11.403110598963021
Flat / apartment,La Prosperitat,5,100000.0,61,3,1,0,1967.0,1,1,1,0,1,1,0,0,0,1,1,3.086356414343004,1.8742957933861621,2.0306348219860992,11.512925464970229
Penthouse,Nou Barris,5,299000.0,70,3,1,5,1964.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,1.827804765125539,3.0305791993286255,12.608198852372823
Flat / apartment,La Prosperitat,5,165000.0,60,2,1,0,1971.9767441860465,0,0,1,0,1,1,0,0,0,0,1,3.086356414343004,1.8742957933861621,2.0306348219860992,12.013700752882718
Duplex,Nou Barris,5,289000.0,134,4,2,4,1971.0,0,0,1,1,1,0,0,0,0,0,1,3.086356414343004,1.827804765125539,2.866960588752642,12.57418196709457
Flat / apartment,Nou Barris,5,96100.0,54,3,1,-2,1971.581818181818,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,1.827804765125539,2.0306348219860992,11.473144594958384
Flat / apartment,La Vila Olímpica del Poblenou,5,690000.0,190,4,2,3,1992.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,5.912389980708946,2.0306348219860992,13.444446876573442
Flat / apartment,La Sagrada Família,5,228000.0,60,2,1,1,1931.0,1,1,0,0,1,1,0,0,0,1,1,3.086356414343004,4.253024380338355,2.0306348219860992,12.337100907936577
Flat / apartment,La Sagrada Família,5,380000.0,57,2,1,4,1915.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,4.253024380338355,2.0306348219860992,12.84792653170257
Flat / apartment,Eixample,5,695000.0,164,4,3,2,1975.0,1,1,0,1,1,0,1,0,0,0,1,3.086356414343004,8.659348167488476,2.0306348219860992,13.45166712454693
Flat / apartment,La Sagrada Família,5,388000.0,90,3,2,1,1925.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,4.253024380338355,2.0306348219860992,12.86876061860541
Flat / apartment,La Sagrada Família,5,380000.0,57,2,1,4,1946.5871559633028,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,4.253024380338355,2.0306348219860992,12.84792653170257
Flat / apartment,La Sagrada Família,5,448000.0,82,3,2,2,1946.5871559633028,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,4.253024380338355,2.0306348219860992,13.012548511397123
Flat / apartment,La Sagrada Família,5,400000.0,117,2,1,1,1946.5871559633028,1,0,1,1,1,0,0,0,0,1,1,3.086356414343004,4.253024380338355,2.0306348219860992,12.89921982609012
Flat / apartment,La Sagrada Família,5,650000.0,150,4,3,2,1946.5871559633028,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,4.253024380338355,2.0306348219860992,13.38472764187182
Flat / apartment,El Carmel,5,105000.0,70,2,1,0,1975.0,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,2.6078301510401825,2.0306348219860992,11.56171562913966
Flat / apartment,El Carmel,5,284950.0,60,2,1,2,1977.4871794871794,1,1,1,1,0,0,0,0,0,0,1,3.086356414343004,2.6078301510401825,2.0306348219860992,12.560069005263145
Penthouse,El Carmel,5,490000.0,80,2,1,5,2011.0,1,1,1,1,1,0,1,0,0,1,1,3.086356414343004,2.6078301510401825,3.0305791993286255,13.102160670086809
Flat / apartment,El Carmel,5,308740.0,71,2,1,2,1977.4871794871794,1,1,0,1,0,0,0,0,0,0,1,3.086356414343004,2.6078301510401825,2.0306348219860992,12.640254777735832
Flat / apartment,El Carmel,5,490000.0,80,2,1,5,2011.0,0,1,1,1,1,0,0,0,0,0,1,3.086356414343004,2.6078301510401825,2.0306348219860992,13.102160670086809
Flat / apartment,Horta Guinardó,5,222000.0,73,3,1,1,1980.0,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,3.33959801513142,2.0306348219860992,12.310432660854417
Flat / apartment,El Carmel,5,249000.0,66,3,1,2,1977.4871794871794,1,0,0,0,1,0,0,0,0,0,1,3.086356414343004,2.6078301510401825,2.0306348219860992,12.425208175446844
Flat / apartment,El Carmel,5,186000.0,70,3,1,3,1977.4871794871794,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,2.6078301510401825,2.0306348219860992,12.133501952695338
Flat / apartment,Sant Adriá de Besós,1,420000.0,98,2,2,1,2007.0,1,1,0,0,1,0,1,0,0,1,0,1.54183940029666,2.8286990595611288,2.0306348219860992,12.948009990259552
