property_type,neighborhood,city,price,sq_m_built,n_bedrooms,bathrooms,floor,year_built,exterior,lift,terrace,balcony,second_hand,needs_renovating,parking,swimming_pool,garden,air_conditioning,heating,price_cheap_city,price_cheap_neigh,price_cheap_property
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,855000.0,169,4,2,2,2018.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992
Flat / apartment,Ciutat Vella,Barcelona,140000.0,71,1,1,0,1900.0,1,0,0,0,1,1,0,0,0,0,1,3.086356414343004,5.078603488027523,2.0306348219860992
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,480000.0,80,3,1,2,1920.9345238095239,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992
Penthouse,El Fort Pienc,Barcelona,1190000.0,161,4,3,10,1959.7083333333333,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,6.020010387490494,3.0305791993286255
Flat / apartment,El Fort Pienc,Barcelona,800000.0,170,6,3,0,1959.7083333333333,1,1,1,1,1,0,0,0,0,1,0,3.086356414343004,6.020010387490494,2.0306348219860992
Flat / apartment,El Fort Pienc,Barcelona,298000.0,75,3,1,1,1959.7083333333333,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,6.020010387490494,2.0306348219860992
Flat / apartment,Eixample,Barcelona,920000.0,173,3,3,0,1940.0,0,1,1,0,1,0,0,0,0,0,1,3.086356414343004,8.659348167488476,2.0306348219860992
Flat / apartment,Eixample,Barcelona,790000.0,166,5,3,1,1943.2987804878048,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,8.659348167488476,2.0306348219860992
Flat / apartment,Eixample,Barcelona,425000.0,86,3,1,1,1967.0,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,8.659348167488476,2.0306348219860992
Penthouse,El Camp d'En Grassot i Gràcia Nova,Barcelona,1225000.0,197,3,3,1,1979.0,1,1,1,1,1,0,1,0,0,1,1,3.086356414343004,5.338185726863353,3.0305791993286255
Flat / apartment,El Camp d'En Grassot i Gràcia Nova,Barcelona,575000.0,116,4,2,5,1964.0,1,1,1,1,1,1,0,0,0,1,1,3.086356414343004,5.338185726863353,2.0306348219860992
Penthouse,El Camp d'En Grassot i Gràcia Nova,Barcelona,670000.0,99,3,2,10,1955.0,1,1,1,1,1,0,0,0,0,0,1,3.086356414343004,5.338185726863353,3.0305791993286255
Penthouse,El Camp d'En Grassot i Gràcia Nova,Barcelona,670000.0,99,3,2,8,1955.0,1,1,1,1,1,0,0,0,0,0,1,3.086356414343004,5.338185726863353,3.0305791993286255
Penthouse,El Camp d'En Grassot i Gràcia Nova,Barcelona,670000.0,99,3,2,10,1955.0,1,1,1,1,1,1,0,0,0,0,1,3.086356414343004,5.338185726863353,3.0305791993286255
Flat / apartment,Nou Barris,Barcelona,190000.0,70,3,1,1,1970.0,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,1.827804765125539,2.0306348219860992
Flat / apartment,Can Peguera - El Turó de la Peira,Barcelona,235000.0,75,4,1,7,1959.0,0,1,0,0,1,0,0,0,0,1,1,3.086356414343004,1.7967187815011445,2.0306348219860992
Duplex,Nou Barris,Barcelona,180000.0,90,3,2,0,1971.581818181818,1,0,0,0,1,0,0,0,0,1,1,3.086356414343004,1.827804765125539,2.866960588752642
Flat / apartment,Nou Barris,Barcelona,124450.0,56,3,1,4,1959.0,1,0,0,0,1,1,0,0,0,0,0,3.086356414343004,1.827804765125539,2.0306348219860992
Flat / apartment,Nou Barris,Barcelona,105000.0,59,2,1,4,1971.581818181818,1,1,0,0,1,1,0,0,0,0,1,3.086356414343004,1.827804765125539,2.0306348219860992
Penthouse,Nou Barris,Barcelona,189900.0,70,3,1,4,1975.0,0,0,0,1,1,0,0,0,0,1,1,3.086356414343004,1.827804765125539,3.0305791993286255
Flat / apartment,La Prosperitat,Barcelona,299000.0,95,3,2,1,2007.0,1,1,1,0,1,0,1,0,0,1,1,3.086356414343004,1.8742957933861621,2.0306348219860992
Flat / apartment,La Prosperitat,Barcelona,145000.0,55,2,1,0,1976.0,1,0,0,0,1,0,0,0,0,1,1,3.086356414343004,1.8742957933861621,2.0306348219860992
Flat / apartment,La Prosperitat,Barcelona,213000.0,65,3,1,6,1971.9767441860465,1,1,1,1,1,1,0,0,0,0,0,3.086356414343004,1.8742957933861621,2.0306348219860992
Flat / apartment,La Prosperitat,Barcelona,171000.0,66,3,1,2,1963.0,1,0,0,1,1,0,0,0,0,0,0,3.086356414343004,1.8742957933861621,2.0306348219860992
Flat / apartment,La Prosperitat,Barcelona,100164.0,70,2,1,0,1971.9767441860465,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,1.8742957933861621,2.0306348219860992
Flat / apartment,La Vila Olímpica del Poblenou,Barcelona,690000.0,190,4,2,1,1992.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,5.912389980708946,2.0306348219860992
Duplex,La Vila Olímpica del Poblenou,Barcelona,895000.0,129,4,3,4,1992.0,1,1,1,1,1,0,1,0,0,1,1,3.086356414343004,5.912389980708946,2.866960588752642
Flat / apartment,Sant Martí,Barcelona,450000.0,74,2,1,2,2006.0,1,1,1,0,1,0,1,0,0,1,1,3.086356414343004,4.371079205477762,2.0306348219860992
Flat / apartment,Sant Martí,Barcelona,360000.0,55,1,1,0,2012.0,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,4.371079205477762,2.0306348219860992
Flat / apartment,La Sagrada Família,Barcelona,303000.0,79,3,1,3,1965.0,0,1,0,1,1,1,0,0,0,0,1,3.086356414343004,4.253024380338355,2.0306348219860992
Flat / apartment,La Sagrada Família,Barcelona,265000.0,81,3,2,3,1930.0,1,0,0,1,1,0,0,0,0,0,1,3.086356414343004,4.253024380338355,2.0306348219860992
Flat / apartment,La Sagrada Família,Barcelona,595000.0,93,1,1,0,1946.5871559633028,1,1,1,0,0,0,0,0,0,1,1,3.086356414343004,4.253024380338355,2.0306348219860992
Flat / apartment,La Sagrada Família,Barcelona,303000.0,79,3,1,3,1965.0,0,1,0,1,1,1,0,0,0,0,1,3.086356414343004,4.253024380338355,2.0306348219860992
Flat / apartment,La Sagrada Família,Barcelona,365000.0,70,3,2,0,1946.5871559633028,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,4.253024380338355,2.0306348219860992
Flat / apartment,La Sagrada Família,Barcelona,448000.0,82,3,2,2,1946.5871559633028,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,4.253024380338355,2.0306348219860992
Flat / apartment,La Sagrada Família,Barcelona,448000.0,82,3,2,2,1949.0,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,4.253024380338355,2.0306348219860992
Flat / apartment,La Sagrada Família,Barcelona,330000.0,72,4,1,3,1938.0,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,4.253024380338355,2.0306348219860992
House,El Carmel,Barcelona,235000.0,96,4,2,0,1955.0,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,2.6078301510401825,3.575666232791755
Penthouse,El Carmel,Barcelona,490000.0,80,2,1,5,2011.0,1,1,1,1,1,0,1,0,0,1,1,3.086356414343004,2.6078301510401825,3.0305791993286255
Detached house,El Carmel,Barcelona,200000.0,100,2,1,1,1955.0,0,0,1,0,1,0,0,0,0,0,0,3.086356414343004,2.6078301510401825,4.819513954361332
Flat / apartment,El Carmel,Barcelona,490000.0,80,2,1,5,2011.0,0,1,0,0,1,0,1,0,0,0,1,3.086356414343004,2.6078301510401825,2.0306348219860992
Flat / apartment,El Carmel,Barcelona,490000.0,80,2,1,5,2011.0,0,1,0,0,1,0,1,0,0,0,1,3.086356414343004,2.6078301510401825,2.0306348219860992
Flat / apartment,Sant Adriá de Besós,Sant Adriá de Besós,172260.0,61,3,1,3,1971.0,1,0,0,0,1,0,0,0,0,0,1,1.54183940029666,2.8286990595611288,2.0306348219860992
Flat / apartment,Sant Adriá Nord,Sant Adriá de Besós,240000.0,103,4,2,1,1975.0,1,1,0,1,1,1,0,0,0,0,1,1.54183940029666,2.6748372317337834,2.0306348219860992
Flat / apartment,Sant Adriá de Besós,Sant Adriá de Besós,333000.0,118,3,1,3,1998.0,1,1,1,0,1,0,1,0,0,0,0,1.54183940029666,2.8286990595611288,2.0306348219860992
Duplex,Eixample,Barcelona,2158000.0,257,2,3,0,1943.2987804878048,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,8.659348167488476,2.866960588752642
Flat / apartment,La Dreta de l'Eixample,Barcelona,525000.0,86,2,1,5,1920.0,0,1,1,0,1,0,0,0,0,1,1,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,1145000.0,243,3,2,2,1920.0,1,1,0,1,1,1,0,0,0,1,1,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,1150000.0,146,3,2,1,1879.0,1,1,0,0,1,0,0,0,0,0,0,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,498000.0,116,3,2,1,1929.8669527896996,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,895000.0,70,2,1,2,1929.8669527896996,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,699000.0,120,4,2,2,1886.0,1,1,0,1,1,1,0,0,0,1,1,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,1480000.0,245,4,3,2,1945.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,950000.0,109,3,2,0,1890.0,0,1,1,1,1,0,0,0,0,1,1,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,879000.0,146,3,2,3,1887.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,1099000.0,216,5,2,1,1920.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,600000.0,121,4,2,2,1901.0,1,1,0,1,1,1,0,0,0,0,0,3.086356414343004,10.598252567694741,2.0306348219860992
Duplex,La Dreta de l'Eixample,Barcelona,498000.0,127,2,2,1,1890.0,0,0,1,0,1,0,0,0,0,1,1,3.086356414343004,10.598252567694741,2.866960588752642
Flat / apartment,Eixample,Barcelona,1150000.0,150,3,2,1,1879.0,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,8.659348167488476,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,890000.0,82,1,1,5,2006.0,0,1,0,0,1,0,0,0,0,1,1,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,Eixample,Barcelona,1650000.0,220,3,2,2,1910.0,1,1,1,1,1,0,0,0,0,0,1,3.086356414343004,8.659348167488476,2.0306348219860992
Flat / apartment,Eixample,Barcelona,550000.0,93,4,2,0,1975.0,1,1,1,1,1,0,0,0,0,0,1,3.086356414343004,8.659348167488476,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,1900000.0,224,2,2,1,2017.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,385000.0,70,3,1,2,1920.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,645000.0,95,3,2,3,1929.8669527896996,0,1,0,1,1,0,0,0,0,1,1,3.086356414343004,10.598252567694741,2.0306348219860992
Duplex,La Nova Esquerra de l'Eixample,Barcelona,620000.0,149,4,3,4,1978.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,4.89200593409589,2.866960588752642
Flat / apartment,La Nova Esquerra de l'Eixample,Barcelona,645000.0,121,3,2,2,1998.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,4.89200593409589,2.0306348219860992
Flat / apartment,La Nova Esquerra de l'Eixample,Barcelona,365000.0,96,3,1,2,1900.0,1,1,0,1,1,1,0,0,0,0,1,3.086356414343004,4.89200593409589,2.0306348219860992
Flat / apartment,La Nova Esquerra de l'Eixample,Barcelona,550000.0,96,4,3,0,1979.0,0,1,1,0,1,0,0,0,0,1,1,3.086356414343004,4.89200593409589,2.0306348219860992
Flat / apartment,La Nova Esquerra de l'Eixample,Barcelona,450000.0,107,5,2,3,1970.0,1,1,1,0,1,0,0,0,0,0,1,3.086356414343004,4.89200593409589,2.0306348219860992
Flat / apartment,La Nova Esquerra de l'Eixample,Barcelona,255000.0,46,2,1,4,1936.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,4.89200593409589,2.0306348219860992
Flat / apartment,La Nova Esquerra de l'Eixample,Barcelona,570000.0,122,4,2,2,1979.0,1,1,1,1,1,0,1,0,0,1,1,3.086356414343004,4.89200593409589,2.0306348219860992
Penthouse,La Nova Esquerra de l'Eixample,Barcelona,430000.0,85,2,2,5,1900.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,4.89200593409589,3.0305791993286255
Flat / apartment,La Nova Esquerra de l'Eixample,Barcelona,560000.0,122,4,2,3,1952.5338345864661,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,4.89200593409589,2.0306348219860992
Flat / apartment,Eixample,Barcelona,586000.0,122,4,2,3,1943.2987804878048,1,1,0,1,1,0,0,0,0,0,0,3.086356414343004,8.659348167488476,2.0306348219860992
Flat / apartment,La Nova Esquerra de l'Eixample,Barcelona,300000.0,68,3,1,2,1967.0,1,1,0,0,1,1,0,0,0,0,0,3.086356414343004,4.89200593409589,2.0306348219860992
Flat / apartment,La Nova Esquerra de l'Eixample,Barcelona,360000.0,89,3,1,0,1952.5338345864661,0,0,0,0,1,0,0,0,0,0,0,3.086356414343004,4.89200593409589,2.0306348219860992
Flat / apartment,La Nova Esquerra de l'Eixample,Barcelona,395000.0,96,4,1,3,1900.0,1,1,0,1,1,1,0,0,0,0,1,3.086356414343004,4.89200593409589,2.0306348219860992
Terraced house,La Sagrera,Barcelona,595000.0,236,8,2,0,1900.0,0,0,1,0,1,0,0,0,0,0,1,3.086356414343004,3.236339522546419,3.551799764176225
Flat / apartment,Sant Andreu,Barcelona,299000.0,90,2,2,1,1965.0,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,3.467960665868322,2.0306348219860992
Flat / apartment,El Clot,Barcelona,225000.0,81,4,1,3,1905.0,1,0,0,1,1,0,0,0,0,1,1,3.086356414343004,3.600285320043941,2.0306348219860992
Flat / apartment,El Clot,Barcelona,300000.0,72,2,2,0,2008.0,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,3.600285320043941,2.0306348219860992
Flat / apartment,El Clot,Barcelona,455000.0,105,3,2,3,2001.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,3.600285320043941,2.0306348219860992
Flat / apartment,Sant Martí,Barcelona,429000.0,60,2,1,1,2020.0,1,1,1,0,1,0,1,0,0,1,1,3.086356414343004,4.371079205477762,2.0306348219860992
Flat / apartment,L'Antiga Esquerra de l'Eixample,Barcelona,698000.0,163,5,2,1,1941.6016949152543,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,7.297554020192702,2.0306348219860992
Penthouse,Eixample,Barcelona,1250000.0,130,3,2,0,1943.2987804878048,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,8.659348167488476,3.0305791993286255
Flat / apartment,Eixample,Barcelona,392000.0,76,3,2,0,1943.2987804878048,0,1,1,1,1,1,0,0,0,0,1,3.086356414343004,8.659348167488476,2.0306348219860992
Penthouse,L'Antiga Esquerra de l'Eixample,Barcelona,660000.0,86,1,1,1,1976.0,1,1,1,1,1,0,1,0,0,1,1,3.086356414343004,7.297554020192702,3.0305791993286255
Flat / apartment,Eixample,Barcelona,345000.0,80,2,1,1,1892.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,8.659348167488476,2.0306348219860992
Flat / apartment,L'Antiga Esquerra de l'Eixample,Barcelona,900000.0,167,4,2,1,1900.0,1,1,1,1,1,0,0,0,0,0,1,3.086356414343004,7.297554020192702,2.0306348219860992
Flat / apartment,L'Antiga Esquerra de l'Eixample,Barcelona,675000.0,93,2,2,4,1941.6016949152543,1,1,0,0,0,0,0,0,0,1,1,3.086356414343004,7.297554020192702,2.0306348219860992
Flat / apartment,Eixample,Barcelona,430000.0,77,3,2,0,1890.0,1,1,0,1,1,0,0,0,0,1,0,3.086356414343004,8.659348167488476,2.0306348219860992
Flat / apartment,La Guineueta,Barcelona,154000.0,67,2,1,0,1963.0,1,0,0,0,1,0,0,0,0,0,1,3.086356414343004,2.679310344827586,2.0306348219860992
Flat / apartment,La Trinitat Nova,Barcelona,173000.0,74,2,1,2,1955.0,1,1,0,1,1,0,0,0,0,0,0,3.086356414343004,1.2574010498785033,2.0306348219860992
Studio flat,Nou Barris,Barcelona,131000.0,66,0,1,3,1971.581818181818,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,1.827804765125539,1.0
Flat / apartment,Sant Andreu,Barcelona,140000.0,86,3,1,2,1936.0,1,0,1,0,1,0,0,0,0,0,1,3.086356414343004,3.467960665868322,2.0306348219860992
Flat / apartment,Sant Andreu,Barcelona,215000.0,63,2,1,7,1970.0,1,1,1,1,1,0,0,0,0,0,0,3.086356414343004,3.467960665868322,2.0306348219860992
Terraced house,Sant Andreu,Barcelona,860000.0,209,6,3,3,1986.0,0,0,1,0,1,0,0,0,0,0,1,3.086356414343004,3.467960665868322,3.551799764176225
Flat / apartment,Sant Andreu,Barcelona,127500.0,79,3,1,0,1965.5420560747664,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,3.467960665868322,2.0306348219860992
Penthouse,Sant Andreu,Barcelona,350000.0,110,3,2,3,1975.0,1,0,1,0,1,1,0,0,0,0,0,3.086356414343004,3.467960665868322,3.0305791993286255
Terraced house,Sant Andreu,Barcelona,315000.0,84,3,3,2,1960.0,0,0,1,0,1,1,0,0,0,0,1,3.086356414343004,3.467960665868322,3.551799764176225
Flat / apartment,Sant Andreu,Barcelona,600000.0,134,3,2,2,1990.0,1,1,0,1,1,0,1,0,0,1,1,3.086356414343004,3.467960665868322,2.0306348219860992
Flat / apartment,Sant Andreu,Barcelona,133800.0,74,4,2,3,1965.5420560747664,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,3.467960665868322,2.0306348219860992
Flat / apartment,Sant Antoni,Barcelona,495000.0,98,3,2,4,1991.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,5.0096552807905,2.0306348219860992
Flat / apartment,Sant Antoni,Barcelona,315000.0,73,4,1,2,1929.0,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,5.0096552807905,2.0306348219860992
Flat / apartment,Eixample,Barcelona,690000.0,102,2,2,1,1943.2987804878048,1,1,1,0,0,0,0,0,0,1,1,3.086356414343004,8.659348167488476,2.0306348219860992
Flat / apartment,Sant Antoni,Barcelona,315000.0,50,1,1,1,1885.0,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,5.0096552807905,2.0306348219860992
Flat / apartment,Eixample,Barcelona,325000.0,74,3,1,2,1950.0,0,1,0,1,1,0,0,0,0,1,0,3.086356414343004,8.659348167488476,2.0306348219860992
Flat / apartment,Sant Antoni,Barcelona,300500.0,84,4,1,2,1900.0,1,0,0,1,1,0,0,0,0,0,0,3.086356414343004,5.0096552807905,2.0306348219860992
Duplex,Sarrià-Sant Gervasi,Barcelona,1525000.0,451,3,3,0,1997.0,1,1,1,1,1,1,1,0,0,0,1,3.086356414343004,12.890812273932964,2.866960588752642
Flat / apartment,El Putxet i el Farró,Barcelona,400000.0,80,2,1,3,1964.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,7.038456549395907,2.0306348219860992
Flat / apartment,El Putxet i el Farró,Barcelona,830000.0,205,5,3,5,1955.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,7.038456549395907,2.0306348219860992
Flat / apartment,Porta,Barcelona,355000.0,67,2,2,2,1970.2222222222222,1,1,1,0,0,0,0,0,0,0,1,3.086356414343004,2.551998477815288,2.0306348219860992
Flat / apartment,Porta,Barcelona,220000.0,80,3,0,0,1970.2222222222222,1,1,1,0,1,1,0,0,0,1,1,3.086356414343004,2.551998477815288,2.0306348219860992
Flat / apartment,Porta,Barcelona,259000.0,75,3,1,4,1971.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,2.551998477815288,2.0306348219860992
Flat / apartment,Porta,Barcelona,170653.0,79,3,1,0,1970.2222222222222,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,2.551998477815288,2.0306348219860992
Flat / apartment,Diagonal Mar i el Front Marítim del Poblenou,Barcelona,560000.0,72,2,2,3,2016.0,1,1,0,0,1,0,1,0,0,1,1,3.086356414343004,10.797194759263725,2.0306348219860992
Flat / apartment,Diagonal Mar i el Front Marítim del Poblenou,Barcelona,1369400.0,141,3,2,12,2008.0,1,1,1,0,1,0,1,0,0,1,1,3.086356414343004,10.797194759263725,2.0306348219860992
Flat / apartment,Diagonal Mar i el Front Marítim del Poblenou,Barcelona,305000.0,91,3,1,3,1976.0,1,1,0,1,1,0,0,0,0,0,1,3.086356414343004,10.797194759263725,2.0306348219860992
Flat / apartment,Diagonal Mar i el Front Marítim del Poblenou,Barcelona,390000.0,90,2,1,1,2001.0,1,1,0,0,1,0,1,0,0,1,1,3.086356414343004,10.797194759263725,2.0306348219860992
Flat / apartment,Diagonal Mar i el Front Marítim del Poblenou,Barcelona,1780000.0,245,3,2,24,1999.662162162162,1,1,1,0,1,0,1,0,0,1,1,3.086356414343004,10.797194759263725,2.0306348219860992
Flat / apartment,Diagonal Mar i el Front Marítim del Poblenou,Barcelona,365000.0,92,3,1,7,1979.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,10.797194759263725,2.0306348219860992
Flat / apartment,El Poble Sec - Parc de Montjuïc,Barcelona,322500.0,90,4,1,1,1930.0,0,0,0,0,1,0,0,0,0,0,0,3.086356414343004,3.341684391708173,2.0306348219860992
Flat / apartment,El Poble Sec - Parc de Montjuïc,Barcelona,419000.0,113,4,2,1,1995.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,3.341684391708173,2.0306348219860992
Flat / apartment,El Poble Sec - Parc de Montjuïc,Barcelona,130000.0,33,1,1,0,1930.0,0,1,1,0,1,0,0,0,0,0,1,3.086356414343004,3.341684391708173,2.0306348219860992
Flat / apartment,Sants-Montjuïc,Barcelona,273500.0,106,2,2,0,1900.0,1,0,0,0,1,0,0,0,0,0,0,3.086356414343004,3.1317820110923558,2.0306348219860992
Flat / apartment,El Poble Sec - Parc de Montjuïc,Barcelona,220000.0,50,2,1,2,1941.0919540229886,1,0,1,1,1,0,0,0,0,0,1,3.086356414343004,3.341684391708173,2.0306348219860992
Flat / apartment,Gràcia,Barcelona,450000.0,66,2,2,1,1967.0,1,0,0,0,1,0,0,0,0,0,1,3.086356414343004,6.362475886182783,2.0306348219860992
Flat / apartment,Gràcia,Barcelona,1150000.0,140,3,2,0,1920.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,6.362475886182783,2.0306348219860992
Flat / apartment,Vila de Gràcia,Barcelona,420000.0,92,3,2,0,1965.0,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,5.521576260280014,2.0306348219860992
Flat / apartment,Vila de Gràcia,Barcelona,320000.0,74,3,1,1,1976.0,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,5.521576260280014,2.0306348219860992
Flat / apartment,Vila de Gràcia,Barcelona,570000.0,107,3,2,3,1880.0,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,5.521576260280014,2.0306348219860992
Flat / apartment,Vila de Gràcia,Barcelona,345000.0,95,2,2,0,1936.0,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,5.521576260280014,2.0306348219860992
Flat / apartment,Vila de Gràcia,Barcelona,550000.0,80,2,2,1,1947.110294117647,1,0,0,1,1,0,0,0,0,0,1,3.086356414343004,5.521576260280014,2.0306348219860992
Flat / apartment,Vila de Gràcia,Barcelona,345000.0,95,2,2,0,1936.0,1,0,0,1,1,0,0,0,0,0,0,3.086356414343004,5.521576260280014,2.0306348219860992
Flat / apartment,Gràcia,Barcelona,345000.0,95,2,2,0,1936.0,1,0,0,1,1,0,0,0,0,0,0,3.086356414343004,6.362475886182783,2.0306348219860992
Flat / apartment,Vila de Gràcia,Barcelona,585000.0,80,2,1,0,1900.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,5.521576260280014,2.0306348219860992
Studio flat,Vila de Gràcia,Barcelona,210000.0,75,0,1,0,1947.110294117647,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,5.521576260280014,1.0
Flat / apartment,Vila de Gràcia,Barcelona,410000.0,100,3,2,1,1936.0,1,1,1,0,1,1,0,0,0,0,1,3.086356414343004,5.521576260280014,2.0306348219860992
Penthouse,Sarrià,Barcelona,1550000.0,191,2,2,4,1973.409090909091,1,1,1,0,1,0,1,0,0,1,1,3.086356414343004,11.792959780691179,3.0305791993286255
Flat / apartment,Sarrià-Sant Gervasi,Barcelona,960000.0,136,4,3,3,1997.0,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,12.890812273932964,2.0306348219860992
Studio flat,Horta Guinardó,Barcelona,295000.0,115,0,1,0,1987.0,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,3.33959801513142,1.0
Flat / apartment,El Guinardó,Barcelona,500000.0,113,4,2,1,2003.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,3.896805106931062,2.0306348219860992
Flat / apartment,El Guinardó,Barcelona,436500.0,90,3,2,1,1983.0841121495328,1,1,1,0,0,0,0,0,0,0,1,3.086356414343004,3.896805106931062,2.0306348219860992
Flat / apartment,El Guinardó,Barcelona,310000.0,160,3,2,0,1977.0,1,0,1,0,1,0,0,0,0,0,1,3.086356414343004,3.896805106931062,2.0306348219860992
Flat / apartment,El Guinardó,Barcelona,258000.0,76,3,1,1,1969.0,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,3.896805106931062,2.0306348219860992
Duplex,El Guinardó,Barcelona,800000.0,178,4,3,0,2005.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,3.896805106931062,2.866960588752642
Duplex,El Guinardó,Barcelona,800000.0,178,4,2,0,2005.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,3.896805106931062,2.866960588752642
Flat / apartment,El Guinardó,Barcelona,640000.0,82,3,2,3,2024.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,3.896805106931062,2.0306348219860992
Flat / apartment,El Guinardó,Barcelona,314800.0,60,1,1,2,1983.0841121495328,1,1,0,1,0,0,0,0,0,0,1,3.086356414343004,3.896805106931062,2.0306348219860992
Flat / apartment,El Guinardó,Barcelona,550000.0,120,3,2,1,2005.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,3.896805106931062,2.0306348219860992
Duplex,El Guinardó,Barcelona,800000.0,178,4,3,0,2005.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,3.896805106931062,2.866960588752642
Flat / apartment,Horta Guinardó,Barcelona,210500.0,73,4,2,3,1973.6575342465753,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,3.33959801513142,2.0306348219860992
