property_type,neighborhood,city,price,sq_m_built,n_bedrooms,bathrooms,floor,year_built,exterior,lift,terrace,balcony,second_hand,needs_renovating,parking,swimming_pool,garden,air_conditioning,heating,price_cheap_city,price_cheap_neigh,price_cheap_property
Flat / apartment,El Raval,Barcelona,530000.0,80,2,1,3,1912.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992
Flat / apartment,El Raval,Barcelona,165000.0,58,2,1,3,1850.0,1,0,0,1,1,0,0,0,0,0,0,3.086356414343004,3.0609000108096422,2.0306348219860992
Flat / apartment,Ciutat Vella,Barcelona,430000.0,155,3,2,1,2003.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,2.0306348219860992
Flat / apartment,El Raval,Barcelona,279999.0,89,2,2,3,1920.0,1,0,0,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992
Flat / apartment,El Raval,Barcelona,230000.0,70,2,2,1,1900.0,1,1,0,1,1,0,0,0,0,1,0,3.086356414343004,3.0609000108096422,2.0306348219860992
Flat / apartment,Ciutat Vella,Barcelona,310000.0,73,2,1,4,1905.485436893204,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,2.0306348219860992
Flat / apartment,Ciutat Vella,Barcelona,335000.0,149,4,2,0,1900.0,1,0,0,0,1,0,0,0,0,0,0,3.086356414343004,5.078603488027523,2.0306348219860992
Flat / apartment,Ciutat Vella,Barcelona,127000.0,33,2,1,5,1819.0,1,0,0,1,1,0,0,0,0,0,1,3.086356414343004,5.078603488027523,2.0306348219860992
Flat / apartment,El Raval,Barcelona,649000.0,118,3,2,3,1860.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992
Flat / apartment,El Raval,Barcelona,138500.0,50,2,2,1,1900.0,0,0,0,1,1,1,0,0,0,0,0,3.086356414343004,3.0609000108096422,2.0306348219860992
Studio flat,El Raval,Barcelona,330000.0,54,0,1,1,1900.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,1.0
Flat / apartment,El Raval,Barcelona,450000.0,110,2,2,1,1850.0,1,0,1,0,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992
Flat / apartment,El Raval,Barcelona,225000.0,33,1,1,2,1900.0,1,0,0,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992
Flat / apartment,El Raval,Barcelona,1350000.0,224,4,3,1,1910.0,1,0,1,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992
Flat / apartment,El Raval,Barcelona,350000.0,75,3,2,5,1970.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992
Flat / apartment,El Raval,Barcelona,199000.0,57,1,1,2,2001.0,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,3.0609000108096422,2.0306348219860992
Flat / apartment,Ciutat Vella,Barcelona,120500.0,54,3,1,3,1905.485436893204,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,5.078603488027523,2.0306348219860992
Flat / apartment,El Raval,Barcelona,180000.0,70,2,1,4,1850.0,1,0,0,1,1,1,0,0,0,0,0,3.086356414343004,3.0609000108096422,2.0306348219860992
Flat / apartment,Ciutat Vella,Barcelona,448000.0,56,1,1,0,1905.485436893204,0,1,1,0,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,2.0306348219860992
Flat / apartment,El Raval,Barcelona,199900.0,40,1,1,2,1850.0,1,1,0,1,1,0,0,0,0,0,0,3.086356414343004,3.0609000108096422,2.0306348219860992
Penthouse,El Raval,Barcelona,415000.0,69,2,1,5,1900.0,1,0,1,0,1,0,0,0,0,1,0,3.086356414343004,3.0609000108096422,3.0305791993286255
Flat / apartment,El Raval,Barcelona,190000.0,73,4,1,1,1911.8142857142857,1,0,0,0,1,0,0,0,0,0,1,3.086356414343004,3.0609000108096422,2.0306348219860992
Flat / apartment,El Raval,Barcelona,155000.0,41,2,1,4,1900.0,1,0,0,1,1,0,0,0,0,0,1,3.086356414343004,3.0609000108096422,2.0306348219860992
Flat / apartment,El Raval,Barcelona,186000.0,45,1,1,1,1850.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992
Flat / apartment,Ciutat Vella,Barcelona,1500000.0,214,2,1,0,1905.485436893204,1,1,1,0,1,0,0,0,0,0,0,3.086356414343004,5.078603488027523,2.0306348219860992
Flat / apartment,El Raval,Barcelona,199000.0,57,1,1,2,2001.0,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,3.0609000108096422,2.0306348219860992
Flat / apartment,El Raval,Barcelona,220000.0,36,2,1,3,1860.0,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992
Flat / apartment,Ciutat Vella,Barcelona,383250.0,67,1,1,2,1890.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,2.0306348219860992
Flat / apartment,El Raval,Barcelona,199000.0,61,1,1,2,1900.0,1,0,0,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992
Flat / apartment,Ciutat Vella,Barcelona,380000.0,91,2,2,1,1905.485436893204,1,0,0,1,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,2.0306348219860992
Flat / apartment,El Raval,Barcelona,138000.0,35,1,1,1,1911.8142857142857,0,0,0,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992
Flat / apartment,El Raval,Barcelona,135000.0,49,1,1,2,1911.8142857142857,1,0,0,1,1,1,0,0,0,0,0,3.086356414343004,3.0609000108096422,2.0306348219860992
Flat / apartment,Ciutat Vella,Barcelona,190000.0,57,1,1,5,1905.485436893204,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,5.078603488027523,2.0306348219860992
Flat / apartment,Ciutat Vella,Barcelona,136000.0,51,3,1,2,1905.485436893204,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,5.078603488027523,2.0306348219860992
Flat / apartment,El Raval,Barcelona,299000.0,94,2,1,2,1911.8142857142857,1,0,0,0,1,0,0,0,0,0,0,3.086356414343004,3.0609000108096422,2.0306348219860992
Duplex,El Raval,Barcelona,159000.0,190,5,2,1,1855.0,1,0,0,0,1,1,0,0,0,0,1,3.086356414343004,3.0609000108096422,2.866960588752642
Flat / apartment,Ciutat Vella,Barcelona,86000.0,33,2,1,2,1889.0,1,0,0,1,1,0,0,0,0,0,0,3.086356414343004,5.078603488027523,2.0306348219860992
Flat / apartment,El Gòtic,Barcelona,950000.0,197,2,3,1,1888.3544303797469,1,1,0,0,0,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,2.0306348219860992
Flat / apartment,El Gòtic,Barcelona,349000.0,81,2,1,4,1809.0,1,0,0,1,1,0,0,0,0,0,1,3.086356414343004,5.5666312148767405,2.0306348219860992
Flat / apartment,El Gòtic,Barcelona,470000.0,79,2,2,2,1888.3544303797469,1,1,0,0,0,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,2.0306348219860992
Flat / apartment,El Gòtic,Barcelona,1040000.0,179,3,3,0,1888.3544303797469,1,0,0,1,1,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,2.0306348219860992
Penthouse,El Gòtic,Barcelona,770000.0,113,3,2,3,1900.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,3.0305791993286255
Flat / apartment,El Gòtic,Barcelona,650000.0,135,3,3,1,1850.0,1,1,1,1,1,0,0,0,0,0,1,3.086356414343004,5.5666312148767405,2.0306348219860992
Flat / apartment,El Gòtic,Barcelona,495000.0,70,1,1,7,1888.3544303797469,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,2.0306348219860992
Flat / apartment,El Gòtic,Barcelona,320000.0,77,4,1,1,1800.0,1,0,1,1,1,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,2.0306348219860992
Flat / apartment,El Gòtic,Barcelona,595000.0,131,6,4,2,1800.0,1,1,0,1,1,1,0,0,0,0,1,3.086356414343004,5.5666312148767405,2.0306348219860992
Penthouse,El Gòtic,Barcelona,495000.0,95,2,1,5,1885.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,3.0305791993286255
Flat / apartment,El Gòtic,Barcelona,695000.0,120,3,2,0,1850.0,1,1,0,1,1,0,0,0,0,0,0,3.086356414343004,5.5666312148767405,2.0306348219860992
Flat / apartment,El Gòtic,Barcelona,300150.0,90,4,1,1,1944.0,1,1,0,0,1,1,0,0,0,0,0,3.086356414343004,5.5666312148767405,2.0306348219860992
Penthouse,El Gòtic,Barcelona,495000.0,75,2,1,5,1999.0,1,1,1,0,1,0,0,0,0,0,1,3.086356414343004,5.5666312148767405,3.0305791993286255
Penthouse,Ciutat Vella,Barcelona,495000.0,65,2,1,5,1885.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,3.0305791993286255
Flat / apartment,Ciutat Vella,Barcelona,250000.0,50,2,1,1,1976.0,1,1,0,1,1,0,0,0,0,0,0,3.086356414343004,5.078603488027523,2.0306348219860992
Penthouse,El Gòtic,Barcelona,549000.0,95,2,1,5,1885.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,3.0305791993286255
Flat / apartment,El Gòtic,Barcelona,420000.0,94,2,2,3,1900.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,2.0306348219860992
Flat / apartment,La Barceloneta,Barcelona,359000.0,55,2,2,2,1936.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,3.7006151958985543,2.0306348219860992
Flat / apartment,La Barceloneta,Barcelona,130000.0,34,1,1,0,1900.0,1,0,0,0,1,0,0,0,0,0,1,3.086356414343004,3.7006151958985543,2.0306348219860992
Flat / apartment,La Barceloneta,Barcelona,237000.0,39,2,1,1,1928.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,3.7006151958985543,2.0306348219860992
Flat / apartment,Ciutat Vella,Barcelona,175000.0,34,1,1,1,1920.0,1,0,0,1,1,1,0,0,0,1,1,3.086356414343004,5.078603488027523,2.0306348219860992
Flat / apartment,Horta,Barcelona,309000.0,78,3,2,2,1982.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,4.411021066707587,2.0306348219860992
Flat / apartment,Horta,Barcelona,195000.0,71,3,1,1,1962.8285714285714,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,4.411021066707587,2.0306348219860992
Flat / apartment,Horta,Barcelona,210000.0,76,3,1,1,1968.0,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,4.411021066707587,2.0306348219860992
Duplex,Horta Guinardó,Barcelona,196000.0,102,3,1,0,1957.0,0,0,1,0,1,1,0,0,0,0,1,3.086356414343004,3.33959801513142,2.866960588752642
Flat / apartment,Ciutat Meridiana - Torre Baró - Vallbona,Barcelona,190000.0,110,3,1,1,1969.5,1,0,1,1,1,0,0,0,0,0,0,3.086356414343004,1.468664729100301,2.0306348219860992
Studio flat,Nou Barris,Barcelona,135000.0,66,0,1,0,1971.581818181818,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,1.827804765125539,1.0
Flat / apartment,Sant Martí,Barcelona,373000.0,113,4,2,1,1984.0,1,1,1,1,1,0,1,0,0,0,1,3.086356414343004,4.371079205477762,2.0306348219860992
Flat / apartment,Sant Martí,Barcelona,275000.0,95,3,1,5,1975.0,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,4.371079205477762,2.0306348219860992
Flat / apartment,La Verneda i la Pau,Barcelona,275000.0,82,3,1,5,1978.1875,1,1,0,1,1,0,0,0,0,0,1,3.086356414343004,2.74023512527517,2.0306348219860992
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,895000.0,232,4,2,1,1890.0,1,0,1,0,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992
Flat / apartment,Ciutat Vella,Barcelona,2200000.0,310,3,3,1,1905.485436893204,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,2.0306348219860992
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,475000.0,150,2,4,1,1855.0,1,1,0,1,1,1,0,0,0,0,1,3.086356414343004,5.601025131302675,2.0306348219860992
Flat / apartment,Ciutat Vella,Barcelona,429000.0,107,3,2,2,1870.0,1,0,0,1,1,0,0,0,0,0,1,3.086356414343004,5.078603488027523,2.0306348219860992
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,255000.0,72,3,2,4,1900.0,1,0,1,1,1,1,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,750000.0,161,4,2,1,1940.0,1,1,1,1,1,1,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,260000.0,50,1,1,4,1790.0,1,0,0,1,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,535000.0,74,2,2,3,1970.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,865000.0,128,3,3,2,1920.9345238095239,0,0,0,0,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,295000.0,66,1,2,1,1920.9345238095239,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,180000.0,42,2,1,3,1920.9345238095239,1,0,0,1,1,1,0,0,0,0,1,3.086356414343004,5.601025131302675,2.0306348219860992
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,249000.0,72,3,2,4,1900.0,1,0,0,1,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,795000.0,88,2,2,2,1920.9345238095239,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,360000.0,62,1,1,3,2010.0,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,940000.0,104,2,2,3,1900.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992
Penthouse,Ciutat Vella,Barcelona,2500000.0,293,0,2,0,1830.0,1,1,1,0,1,0,0,0,0,0,1,3.086356414343004,5.078603488027523,3.0305791993286255
Flat / apartment,Ciutat Vella,Barcelona,350000.0,113,4,2,5,1905.485436893204,1,0,0,1,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,2.0306348219860992
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,370000.0,94,2,2,3,1920.9345238095239,1,0,0,1,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992
Flat / apartment,Ciutat Vella,Barcelona,475000.0,155,4,2,1,1855.0,1,1,0,0,1,0,0,0,0,0,0,3.086356414343004,5.078603488027523,2.0306348219860992
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,795000.0,103,2,2,1,1934.0,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992
Flat / apartment,Ciutat Vella,Barcelona,300000.0,67,2,1,3,1905.485436893204,1,0,0,0,1,0,0,0,0,0,0,3.086356414343004,5.078603488027523,2.0306348219860992
Flat / apartment,El Camp d'En Grassot i Gràcia Nova,Barcelona,410000.0,82,3,2,4,1975.0,1,1,0,0,1,0,0,0,0,0,0,3.086356414343004,5.338185726863353,2.0306348219860992
Flat / apartment,El Camp d'En Grassot i Gràcia Nova,Barcelona,479000.0,145,2,1,0,1940.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,5.338185726863353,2.0306348219860992
Duplex,Can Peguera - El Turó de la Peira,Barcelona,180000.0,126,3,2,0,1954.0,1,0,1,0,1,0,0,0,0,1,0,3.086356414343004,1.7967187815011445,2.866960588752642
Flat / apartment,Nou Barris,Barcelona,59300.0,31,2,1,0,1971.581818181818,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,1.827804765125539,2.0306348219860992
Flat / apartment,Can Peguera - El Turó de la Peira,Barcelona,139500.0,62,2,1,3,1961.3061224489795,1,1,0,0,1,1,0,0,0,0,0,3.086356414343004,1.7967187815011445,2.0306348219860992
Flat / apartment,La Vila Olímpica del Poblenou,Barcelona,690000.0,134,4,2,3,1992.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,5.912389980708946,2.0306348219860992
Flat / apartment,La Vila Olímpica del Poblenou,Barcelona,520000.0,108,3,2,2,1975.1538461538462,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,5.912389980708946,2.0306348219860992
Flat / apartment,Eixample,Barcelona,932000.0,125,3,2,0,1943.2987804878048,0,1,1,0,1,0,0,0,0,1,1,3.086356414343004,8.659348167488476,2.0306348219860992
Flat / apartment,La Sagrada Família,Barcelona,365000.0,79,1,1,4,1903.0,1,0,0,1,1,0,0,0,0,1,1,3.086356414343004,4.253024380338355,2.0306348219860992
Flat / apartment,La Sagrada Família,Barcelona,330000.0,72,4,1,3,1938.0,1,1,0,1,1,0,0,0,0,0,1,3.086356414343004,4.253024380338355,2.0306348219860992
Flat / apartment,La Sagrada Família,Barcelona,270000.0,50,1,1,4,1930.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,4.253024380338355,2.0306348219860992
Flat / apartment,La Sagrada Família,Barcelona,380000.0,74,1,1,0,1924.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,4.253024380338355,2.0306348219860992
Flat / apartment,La Sagrada Família,Barcelona,330000.0,72,4,1,3,1938.0,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,4.253024380338355,2.0306348219860992
Flat / apartment,La Sagrada Família,Barcelona,350000.0,42,2,1,2,1929.0,0,1,0,0,1,0,0,0,0,1,1,3.086356414343004,4.253024380338355,2.0306348219860992
Flat / apartment,Eixample,Barcelona,265000.0,50,2,1,2,1943.2987804878048,1,1,0,1,1,0,0,0,0,0,1,3.086356414343004,8.659348167488476,2.0306348219860992
Flat / apartment,La Sagrada Família,Barcelona,308000.0,66,3,1,1,1936.0,1,0,0,1,1,1,0,0,0,0,1,3.086356414343004,4.253024380338355,2.0306348219860992
Flat / apartment,El Carmel,Barcelona,430000.0,164,3,2,0,1979.0,1,1,1,0,1,0,0,0,0,1,0,3.086356414343004,2.6078301510401825,2.0306348219860992
Flat / apartment,El Carmel,Barcelona,305000.0,76,2,2,0,1977.4871794871794,1,1,1,0,0,0,0,0,0,0,1,3.086356414343004,2.6078301510401825,2.0306348219860992
Flat / apartment,Horta Guinardó,Barcelona,123300.0,69,3,1,2,1973.6575342465753,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,3.33959801513142,2.0306348219860992
House,El Carmel,Barcelona,235000.0,96,4,2,0,1955.0,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,2.6078301510401825,3.575666232791755
Semi-detached house,El Carmel,Barcelona,235000.0,96,4,2,2,1955.0,0,0,1,1,1,1,0,0,0,0,0,3.086356414343004,2.6078301510401825,3.4085514742519782
Flat / apartment,El Carmel,Barcelona,189000.0,65,3,1,3,1977.4871794871794,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,2.6078301510401825,2.0306348219860992
Penthouse,Horta Guinardó,Barcelona,199500.0,65,2,1,4,1973.6575342465753,1,0,0,0,1,0,0,0,0,0,1,3.086356414343004,3.33959801513142,3.0305791993286255
Flat / apartment,Horta Guinardó,Barcelona,117600.0,67,2,1,0,1973.6575342465753,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,3.33959801513142,2.0306348219860992
Flat / apartment,El Besós,Sant Adriá de Besós,150000.0,69,3,1,10,1970.0,1,1,0,1,1,0,0,0,0,0,1,1.54183940029666,1.9067336628888354,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,2650000.0,219,4,4,2,2023.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,1500000.0,161,3,3,3,1901.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,895000.0,129,2,2,4,1900.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,1300000.0,216,6,3,0,1903.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,600000.0,111,3,2,2,1984.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,1780000.0,195,4,2,1,1910.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,938840.0,131,3,2,1,1929.8669527896996,1,1,0,1,0,0,0,0,0,1,1,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,603480.0,87,2,2,1,1929.8669527896996,0,1,1,0,0,0,0,0,0,1,1,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,498000.0,132,2,2,0,1890.0,1,0,0,0,1,0,0,0,0,0,1,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,2300000.0,363,7,4,1,1919.0,1,1,1,1,1,1,0,0,0,0,1,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,1700000.0,280,3,3,0,1900.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,1300000.0,110,2,2,1,1929.8669527896996,1,1,0,1,0,0,0,0,0,0,1,3.086356414343004,10.598252567694741,2.0306348219860992
Penthouse,La Dreta de l'Eixample,Barcelona,1275000.0,188,2,2,5,1997.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,10.598252567694741,3.0305791993286255
Flat / apartment,La Dreta de l'Eixample,Barcelona,1150000.0,187,4,2,3,1899.0,1,1,0,1,1,1,0,0,0,0,1,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,Eixample,Barcelona,1740000.0,206,3,4,2,1943.2987804878048,1,1,0,1,1,0,1,0,0,1,0,3.086356414343004,8.659348167488476,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,950000.0,239,6,2,2,1929.8669527896996,1,1,0,1,1,0,0,0,0,0,1,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,380000.0,130,4,2,2,1929.8669527896996,1,0,1,1,1,1,0,0,0,0,1,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,750000.0,138,5,3,1,1929.8669527896996,1,1,1,1,1,1,0,0,0,0,1,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,1000000.0,146,3,2,1,1929.8669527896996,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,1150000.0,187,4,2,3,1899.0,1,1,0,1,1,1,0,0,0,0,1,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,1290000.0,95,2,2,8,2006.0,1,1,0,0,1,0,1,0,0,1,1,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,950000.0,90,2,2,4,1929.8669527896996,1,1,0,0,1,0,1,0,0,1,1,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,Eixample,Barcelona,550000.0,93,4,2,2,1975.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,8.659348167488476,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,440000.0,89,2,1,1,1929.8669527896996,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,Eixample,Barcelona,194300.0,65,4,1,1,1943.2987804878048,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,8.659348167488476,2.0306348219860992
Flat / apartment,La Nova Esquerra de l'Eixample,Barcelona,520000.0,111,4,2,2,1976.0,1,1,1,1,1,0,0,0,0,0,1,3.086356414343004,4.89200593409589,2.0306348219860992
Flat / apartment,La Nova Esquerra de l'Eixample,Barcelona,365000.0,76,3,1,2,1976.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,4.89200593409589,2.0306348219860992
Flat / apartment,La Nova Esquerra de l'Eixample,Barcelona,490000.0,115,5,1,3,1925.0,1,1,0,0,1,1,0,0,0,0,1,3.086356414343004,4.89200593409589,2.0306348219860992
Flat / apartment,La Nova Esquerra de l'Eixample,Barcelona,490000.0,115,5,1,3,1925.0,1,1,1,1,1,0,0,0,0,0,0,3.086356414343004,4.89200593409589,2.0306348219860992
Flat / apartment,La Nova Esquerra de l'Eixample,Barcelona,570000.0,100,4,2,3,1952.5338345864661,1,1,0,1,1,0,0,0,0,0,1,3.086356414343004,4.89200593409589,2.0306348219860992
Penthouse,La Nova Esquerra de l'Eixample,Barcelona,395000.0,85,2,1,5,1900.0,1,1,1,1,1,1,0,0,0,0,1,3.086356414343004,4.89200593409589,3.0305791993286255
Flat / apartment,La Nova Esquerra de l'Eixample,Barcelona,240000.0,76,1,1,2,1995.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,4.89200593409589,2.0306348219860992
Flat / apartment,La Nova Esquerra de l'Eixample,Barcelona,330000.0,83,3,1,3,1952.0,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,4.89200593409589,2.0306348219860992
Flat / apartment,La Nova Esquerra de l'Eixample,Barcelona,275000.0,65,1,1,1,1900.0,0,1,1,0,1,1,0,0,0,0,1,3.086356414343004,4.89200593409589,2.0306348219860992
Flat / apartment,La Nova Esquerra de l'Eixample,Barcelona,239000.0,51,2,1,1,1952.5338345864661,0,1,1,0,1,0,0,0,0,1,1,3.086356414343004,4.89200593409589,2.0306348219860992
Flat / apartment,Eixample,Barcelona,650000.0,120,3,2,0,1943.2987804878048,1,1,1,1,1,0,0,0,0,0,1,3.086356414343004,8.659348167488476,2.0306348219860992
Flat / apartment,La Nova Esquerra de l'Eixample,Barcelona,280000.0,80,3,1,2,1952.5338345864661,0,1,0,1,1,0,0,0,0,0,1,3.086356414343004,4.89200593409589,2.0306348219860992
Flat / apartment,La Sagrera,Barcelona,319000.0,80,3,1,3,1958.7619047619048,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,3.236339522546419,2.0306348219860992
Flat / apartment,La Sagrera,Barcelona,390000.0,99,4,2,0,1958.7619047619048,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,3.236339522546419,2.0306348219860992
